id,given_name,family_name,birth_date,gender,area,area_id,group,group_id,term,source
ARSØ,Arne Torolf,Strøm,1901-10-01,male,Akershus,Ak,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ASSO,Asbjørn,Solberg,1893-12-27,male,Østfold,Øs,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
BEIN,Bernt,Ingvaldsen,1902-10-12,male,Buskerud,Bu,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
BERO,Berte,Rognerud,1907-03-29,female,Oslo,Os,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
BERØ,Bent,Røiseland,1902-10-11,male,Vest-Agder,VA,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
BIBR,Birger,Breivik,1912-10-26,male,Aust-Agder,AA,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
BJFJ,Bjarne,Fjærtoft,1899-11-07,male,Møre og Romsdal,MR,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
BJHN,Bjarne Henry,Henriksen,1904-08-15,male,Aust-Agder,AA,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
BJSO,Bjarne Daniel,Solli,1910-11-07,male,Troms,Tr,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
BJSØ,Bjarne,Støtvig,1898-06-24,male,Vestfold,Ve,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
BOBR,Botolv,Bråtalien,1892-02-28,male,Buskerud,Bu,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
CLOL,Claudia,Olsen,1896-09-22,female,Vestfold,Ve,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
EIGE,Einar,Gerhardsen,1897-05-10,male,Oslo,Os,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
EIHR,Einar,Hareide,1899-10-24,male,Møre og Romsdal,MR,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
EIHV,Einar,Hovdhaugen,1908-02-26,male,Oppland,Op,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
EILI,Eigil Olaf,Liane,1916-05-07,male,Telemark,Te,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
EIST,Einar Magnus,Stavang,1898-11-20,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ELVA,Lars Elisæus,Vatnaland,1892-04-18,male,Rogaland,Ro,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
EMLØ,Emil,Løvlien,1899-09-22,male,Hedmark,He,Norges Kommunistiske Parti,NKP,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
EREN,Erling,Engan,1910-06-14,male,Nordland,No,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ERFR,Erling,Fredriksfryd,1905-02-07,male,Østfold,Øs,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ERNO,Erling Johannes,Norvik,1899-04-27,male,Finnmark,Fi,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ERPE,Erling,Petersen,1906-07-13,male,Oslo,Os,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ERVI,Erling Johan,Vindenes,1900-09-30,male,Nordland,No,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ERWI,Erling,Wikborg,1894-11-05,male,Oslo,Os,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
FIMO,Finn,Moe,1902-10-12,male,Oslo,Os,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
FRVI,Frithjov Meier,Vik,1902-03-15,male,Troms,Tr,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
GUEN,Gunvald,Engelstad,1900-05-10,male,Nord-Trøndelag,NT,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
GUGA,Gunnar,Garbo,1924-04-19,male,"","",Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
GUGR,Guttorm,Granum,1904-07-04,male,Oppland,Op,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
GUJO,Guri,Johannessen,1911-11-02,female,Buskerud,Bu,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
GUKA,Gunnar,Kalrasten,1905-09-05,male,Oppland,Op,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
GUMY,Gunnar,Mykstu,1909-01-07,male,Buskerud,Bu,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
GUSJ,Gustav Adolf,Sjaastad,1902-04-06,male,Nord-Trøndelag,NT,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HABO,Hans,Borgen,1908-09-24,male,Akershus,Ak,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HABR,Hans,Berg,1902-02-25,male,Nordland,No,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HABU,Halvor,Bunkholt,1903-06-17,male,Telemark,Te,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HACH,Hartvig Caspar,Christie,1893-11-25,male,Akershus,Ak,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HAKL,Harry Johan Olai,Klippenvåg,1913-05-12,male,Finnmark,Fi,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HALN,Halvard,Lange,1902-09-16,male,Akershus,Ak,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HALØ,Harald Johan,Løbak,1904-06-02,male,Hedmark,He,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HAOF,Hans,Offerdal,1909-09-23,male,Sogn og Fjordane,SF,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HAOM,Hans Karolus,Ommedal,1901-01-16,male,Sogn og Fjordane,SF,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HASA,Harald Nicolai,Samuelsberg,1911-11-06,male,Finnmark,Fi,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HASE,Harald,Selås,1908-08-17,male,Telemark,Te,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HASR,Hans Nikolai,Stavrand,1894-01-04,male,Troms,Tr,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HAWA,Harald,Warholm,1920-07-21,male,Nordland,No,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HEJA,Henry,Jacobsen,1898-12-02,male,Østfold,Øs,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HESE,Helge,Seip,1919-03-05,male,Oslo,Os,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HESV,Henrik,Svensen,1904-07-17,male,"","",Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HJST,Hjalmar Olai,Storeide,1901-08-10,male,Hordaland,Ho,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HRSV,Hartvig,Svendsen,1902-12-22,male,Akershus,Ak,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HÅJO,Håkon,Johnsen,1914-03-03,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
HÅKY,Håkon,Kyllingmark,1915-01-19,male,Nordland,No,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
IEB,Inge Einarsen,Bartnes,1911-09-22,male,Nord-Trøndelag,NT,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
INBA,Ingvar,Bakken,1920-07-22,male,Østfold,Øs,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
INJA,Ingvald Johannes,Jaklin,1896-02-22,male,Troms,Tr,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ISFL,Isak Larsson,Flatabø,1896-09-11,male,Hordaland,Ho,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
IVEI,Ivar Kornelius,Eikrem,1898-08-10,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
IVUN,Iver Johan,Unsgård,1903-06-26,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
JAPE,Jakob Martin,Pettersen,1899-04-11,male,Hordaland,Ho,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
JARE,Jakob Martinus,Remseth,1897-10-05,male,Rogaland,Ro,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
JEHU,Jens,Haugland,1910-04-16,male,Vest-Agder,VA,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
JOAN,Johan,Andersen,1902-05-05,male,Vestfold,Ve,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
JOEN,Jonas,Enge,1908-04-24,male,Nordland,No,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
JOKA,Johan Sigurd,Karlsen,1894-05-05,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
JOLE,Jon,Leirfall,1899-10-07,male,Nord-Trøndelag,NT,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
JOLY,John,Lyng,1905-08-22,male,Akershus,Ak,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
JOOL,Johannes Olai,Olsen,1895-10-03,male,Finnmark,Fi,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
JOWA,Johan Møller,Warmedal,1914-04-28,male,Vestfold,Ve,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
KABM,Karl J.,Brommeland,1913-01-13,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
KAGR,Kaare Steel,Groos,1917-10-26,male,Vest-Agder,VA,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
KJBN,Kjell,Bondevik,1901-03-11,male,Rogaland,Ro,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
KNTO,Knut,Toven,1897-03-11,male,Møre og Romsdal,MR,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
KNVI,Knut Severin Jakobsen,Vik,1892-02-23,male,Hordaland,Ho,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
KNYT,Knut,Ytre-Arne,1896-12-19,male,Hordaland,Ho,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
KONO,Konrad Mathias,Nordahl,1897-09-25,male,Oslo,Os,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
KOVA,Kolbjørn Sigurd Verner,Varmann,1904-12-23,male,Nordland,No,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
KRFJ,Kristian,Fjeld,1887-02-16,male,Hedmark,He,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
KÅWI,Kåre,Willoch,1928-10-03,male,Oslo,Os,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
LALI,Lars,Leiro,1914-04-13,male,Hordaland,Ho,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
LARA,Lars,Ramndal,1893-05-06,male,Rogaland,Ro,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
LASÆ,Lars,Sæter,1895-05-13,male,Sør-Trøndelag,ST,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
LEGR,Leif,Granli,1909-09-25,male,Nord-Trøndelag,NT,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
LITM,Liv,Tomter,1901-08-27,female,Akershus,Ak,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
LOHO,Chr. L.,Holm,1892-05-06,male,Hordaland,Ho,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
MAHA,Magnhild,Hagelia,1904-05-06,female,Aust-Agder,AA,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
MAJO,Martha Frederikke,Johannessen,1907-10-26,female,Østfold,Øs,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
MAMU,Margith Johanne,Munkebye,1911-10-15,female,Nordland,No,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
MOLØ,Mons Arntsen,Løvset,1891-08-18,male,Sør-Trøndelag,ST,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
NIHØ,Nils,Hønsvald,1899-12-04,male,Østfold,Øs,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
NIJA,Nils Kristen,Jacobsen,1908-08-13,male,Troms,Tr,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
NILA,Nils,Langhelle,1907-09-28,male,"","",Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
NILY,Nils Kristian,Lysø,1905-09-03,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ODHO,Oddmund,Hoel,1910-01-18,male,Sør-Trøndelag,ST,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLBE,Olav,Benum,1897-09-05,male,Nord-Trøndelag,NT,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLBR,Ole,Bergesen,1916-08-22,male,Rogaland,Ro,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLHR,Olav,Hordvik,1901-12-26,male,Hordaland,Ho,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLJØ,Ole,Jørgensen,1897-11-13,male,Vest-Agder,VA,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLKD,Olaf,Knudson,1915-12-31,male,Buskerud,Bu,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLLA,Olav Rasmussen,Langeland,1904-03-14,male,Møre og Romsdal,MR,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLME,Olav,Meisdalshagen,1903-03-17,male,Oppland,Op,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLOL,Ola,Olsen,1891-10-25,male,Hordaland,Ho,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLSA,Ole Rømer Aagaard,Sandberg,1900-07-21,male,Hedmark,He,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLVE,Olav Aslakson,Versto,1892-06-22,male,Telemark,Te,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OLWA,Olaf Fredrik,Watnebryn,1908-11-04,male,Buskerud,Bu,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OSSK,Oskar,Skogly,1908-02-04,male,Oppland,Op,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OSTO,Oscar Fredrik,Torp,1893-06-08,male,Vestfold,Ve,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OTDA,Otto,Dahl,1914-06-16,male,Hedmark,He,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
OTLY,Otto,Lyng,1926-07-15,male,Sør-Trøndelag,ST,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
PABE,Parelius Hjalmar Bang,Berntsen,1910-02-24,male,Nordland,No,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
PAIN,Paul,Ingebretsen,1904-10-15,male,Rogaland,Ro,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
PALI,Paul Oskar,Lindberget,1895-08-06,male,Hedmark,He,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
PEBO,Per,Borten,1913-04-03,male,Sør-Trøndelag,ST,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
PEHE,Per Severin,Hjermann,1891-04-05,male,Sogn og Fjordane,SF,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
PEJA,Peder Nikolai Leier,Jacobsen,1888-05-13,male,Troms,Tr,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
PELØ,Per,Lønning,1928-02-24,male,Oslo,Os,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
PEML,Peter Torleivson,Molaug,1902-09-02,male,Rogaland,Ro,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
PERI,Peter Ovald,Reinsnes,1904-10-04,male,Nordland,No,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
PTMO,Peter Kjeldseth,Moe,1909-05-18,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
RACH,Ragnar Karl Viktor,Christiansen,1922-12-28,male,Buskerud,Bu,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
RASW,Rakel,Seweriin,1906-06-26,female,Oslo,Os,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
RECA,Reidar,Carlsen,1908-07-01,male,Nordland,No,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
RESR,Reidar,Strømdahl,1913-05-12,male,Vestfold,Ve,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
REAA,Reidar Magnus,Aamo,1898-08-05,male,Hedmark,He,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
RIBR,Reidar,Bruu,1903-09-11,male,Oslo,Os,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
RAAD,Ragnvald Mikal,Andersen,1899-03-26,male,"","",Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
SIHM,Sigurd Lund,Hamran,1902-01-24,male,Nordland,No,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
SITO,Sivert,Todal,1902-09-13,male,Møre og Romsdal,MR,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
SUMØ,Sunniva Hakestad,Møller,1907-01-05,female,Rogaland,Ro,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
SVLØ,Sverre Offenberg,Løberg,1905-04-04,male,Telemark,Te,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
SVNY,Sverre Bernhard,Nybø,1903-11-24,male,Møre og Romsdal,MR,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
SVST,Svenn Thorkild,Stray,1922-02-11,male,Østfold,Øs,Høyre,H,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
THTR,Thorstein,Treholt,1911-04-13,male,Oppland,Op,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
TOBR,Torgeir Andreas,Berge,1897-02-17,male,Vestfold,Ve,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
TOKV,Torstein,Kvamme,1893-03-14,male,Hordaland,Ho,Kristelig Folkeparti,KrF,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
TOSL,Torstein,Selvik,1900-10-08,male,"","",Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
TOTA,Torkell,Tande,1901-09-11,male,Telemark,Te,Venstre,V,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
TRBR,Trygve,Bratteli,1910-01-11,male,Oslo,Os,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
TRHE,Trond,Hegna,1898-10-02,male,Rogaland,Ro,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
TRHG,Trygve,Haugeland,1914-03-18,male,Vest-Agder,VA,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
TRWI,Trond Halvorsen,Wirstad,1904-06-15,male,Oppland,Op,Bondepartiet,B,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ULOL,Ulrik,Olsen,1885-08-02,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
AALI,Aase,Lionæs,1907-04-10,female,Oslo,Os,Arbeiderpartiet,A,1958-61,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1958-61
ALKJ,Alv,Kjøs,1894-06-04,male,Hedmark,He,Høyre,H,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ALNI,Alfred Sigurd,Nilsen,1891-09-04,male,Nordland,No,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
AMSK,Amund Rasmussen,Skarholt,1892-03-31,male,Sør-Trøndelag,ST,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ANAL,Anton Ludvik,Alvestad,1883-05-07,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ANBØ,Anders Johanneson,Bøyum,1890-10-23,male,Sogn og Fjordane,SF,Venstre,V,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ANHV,Anders,Hove,1885-01-08,male,Oppland,Op,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ANRY,Anton,Ryen,1894-12-15,male,Oppland,Op,Bondepartiet,B,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ANSØ,Anders,Sæterøy,1901-08-06,male,Møre og Romsdal,MR,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ARAK,Arne,Askildsen,1898-08-25,male,Vest-Agder,VA,Kristelig Folkeparti,KrF,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ARAR,Arthur,Arntzen,1906-04-29,male,Østfold,Øs,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ARMØ,Arnt Jacobsen,Mørland,1888-06-23,male,Aust-Agder,AA,Kristelig Folkeparti,KrF,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ARNE,Arne Leonhard,Nilsen,1893-07-21,male,Aust-Agder,AA,Høyre,H,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ARSD,Arthur,Sundt,1899-04-08,male,"","",Venstre,V,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ARSØ,Arne Torolf,Strøm,1901-10-01,male,Akershus,Ak,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ASSK,Astrid,Skare,1891-01-17,female,Buskerud,Bu,Arbeiderpartiet,A,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
ASSO,Asbjørn,Solberg,1893-12-27,male,Østfold,Øs,Kristelig Folkeparti,KrF,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
BEIN,Bernt,Ingvaldsen,1902-10-12,male,Buskerud,Bu,Høyre,H,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
BERO,Berte,Rognerud,1907-03-29,female,Oslo,Os,Høyre,H,1954-57,http://data.stortinget.no/eksport/representanter?stortingsperiodeid=1954-57
