id,name__tr,name,wikipedia__tr,name__en,wikipedia__en,gender,birth_date,given_name,image,identifier__ISNI,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__freebase,identifier__Munzinger,identifier__BNF,identifier__IMDB,identifier__EuroparlMEP,identifier__MusicBrainz,identifier__NTA,identifier__BAV,identifier__NUKAT,identifier__FIFA,death_date,family_name,website,identifier__PACE,identifier__NKC,identifier__NNDB,identifier__parlement,identifier__discogs,twitter,identifier__GTAA,birth_name,identifier__NPG,identifier__NLI,identifier__CANTIC,identifier__NLA,identifier__SELIBR,identifier__BNE,identifier__PTBNP,identifier__ULAN,name__hu,name__de,wikipedia__de,name__es,name__fr,name__nb,name__da,name__nn,name__sv,name__yo,name__nl,name__fa,wikipedia__fa,wikipedia__fr,wikipedia__simple,wikipedia__yo,name__mg,wikipedia__mg,name__ru,wikipedia__ru,name__az,name__ca,name__diq,name__el,name__ja,wikipedia__az,wikipedia__ca,wikipedia__diq,wikipedia__el,wikipedia__ja,name__it,name__pl,name__ko,name__he,name__mk,name__uk,name__os,name__zh_hans,name__zh,wikipedia__commons,wikipedia__es,wikipedia__he,wikipedia__it,wikipedia__ko,wikipedia__mk,wikipedia__nl,wikipedia__no,wikipedia__os,wikipedia__pl,wikipedia__trwikiquote,wikipedia__uk,wikipedia__zh,wikipedia__plwikiquote,name__sw,wikipedia__sw,wikipedia__hu,name__ku_arab,name__ku_latn,name__ku,wikipedia__ku,name__ar,wikipedia__ar,name__bg,name__mdf,name__ro,name__cs,name__de_ch,name__en_ca,name__en_gb,name__fi,name__ka,wikipedia__bg,wikipedia__cswikiquote,wikipedia__da,wikipedia__fi,wikipedia__ka,wikipedia__mdf,wikipedia__ro,identifier__SBN_it,identifier__AlloCine,name__tyv,wikipedia__tyv,name__crh_latn,wikipedia__crh,name__ur,name__pnb,name__hy,wikipedia__hy,wikipedia__pnb,wikipedia__ur,name__lt,wikipedia__lt,name__pt,name__id,name__io,name__oc,wikipedia__id,wikipedia__io,wikipedia__oc,wikipedia__pt,wikipedia__sv,name__kk_arab,name__kk_cyrl,name__kk_latn,name__kk,wikipedia__kk,name__eo,wikipedia__eo,name__sah,name__tt,wikipedia__sah,wikipedia__tt,name__udm,name__lbe,name__et,wikipedia__et,wikipedia__lbe,wikipedia__udm
Q17466944,Behçet Kutlu,Behçet Kutlu,Behçet Kutlu,Behçet Kutlu,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5055161,Cavit Erdel,Cavit Erdel,Cavit Erdel,Cavit Erdel,Cavit Erdel,male,,,,,,,,,,,,,,,,,,,1933-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17466998,Fahrettin Erdoğan,Fahrettin Erdoğan,Fahrettin Erdoğan,Fahrettin Erdoğan,"",,,Fahrettin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17467025,Halil Hilmi Bozca,Halil Hilmi Bozca,Halil Hilmi Bozca,Halil Hilmi Bozca,"",male,,Halil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17467042,Hamdi Namık Gör,Hamdi Namık Gör,Hamdi Namık Gör,Hamdi Namık Gör,"",male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6103761,Hasan Basri Çantay,Hasan Basri Çantay,Hasan Basri Çantay,Hasan Basri Çantay,"",male,,Hasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6036831,Hüseyin Hüsnü Işık,Hüseyin Hüsnü Işık,Hüseyin Hüsnü Işık,Hüseyin Hüsnü Işık,"",male,1879-01-01,Hüseyin,,,,,,,,,,,,,,,,,1961-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6065147,Mehmet Alim Çınar,Mehmet Alim Çınar,Mehmet Alim Çınar,,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6026963,Mehmet Besim Fazlıoğlu,Mehmet Besim Fazlıoğlu,Mehmet Besim Fazlıoğlu,Mehmet Besim Fazlıoğlu,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6018733,Mehmet Hulusi Erdemir,Mehmet Hulusi Erdemir,Mehmet Hulusi Erdemir,Mehmet Hulusi Erdemir,"",male,1887-01-01,Mehmet,,,,,,,,,,,,,,,,,1962-05-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6025507,Mehmet Nadir Süldür,Mehmet Nadir Süldür,Mehmet Nadir Süldür,Mehmet Nadir Süldür,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17468163,Mehmet Sami Arkan,Mehmet Sami Arkan,Mehmet Sami Arkan,Mehmet Sami Arkan,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17468169,Mehmet Tahir Kucur,Mehmet Tahir Kucur,Mehmet Tahir Kucur,Mehmet Tahir Kucur,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6017278,Mehmet Vasfi Seçer,Mehmet Vasfi Seçer,Mehmet Vasfi Seçer,Mehmet Vasfi Seçer,"",male,1863-01-01,Mehmet,,,,,,,,,,,,,,,,,1932-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6071992,Mehmet Şükrü Koç,Mehmet Şükrü Koç,Mehmet Şükrü Koç,Mehmet Şükrü Koç,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6077748,Memduh Necdet Erberk,Memduh Necdet Erberk,Memduh Necdet Erberk,,"",male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6029283,Mesut Benli,Mesut Benli,Mesut Benli,Mesut Benli,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6053197,Mustafa Hulusi Çalgüner,Mustafa Hulusi Çalgüner,Mustafa Hulusi Çalgüner,Mustafa Hulusi Çalgüner,"",male,,Mustafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17468219,Mustafa Serdaroğlu,Mustafa Serdaroğlu,Mustafa Serdaroğlu,Mustafa Serdaroğlu,"",male,,Mustafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6027518,Naim Ulusal,Naim Ulusal,Naim Ulusal,Naim Ulusal,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19612223,Osman Uşşaklı,Osman Uşşaklı,Osman Uşşaklı,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6018557,Selahattin Bey,Selahattin Bey,Selahattin Bey,Selahattin Bey,"",,,Selahattin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6093521,Seyyid Taha Efendi,Seyyid Taha Efendi,Seyyid Taha Efendi,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6096657,Süleyman Bilgen,Süleyman Bilgen,Süleyman Bilgen (Aydınlı),,"",male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19612626,Tahir Barlas,Tahir Barlas,Tahir Barlas,Tahir Barlas,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6054347,Tevfik Durlanık,Tevfik Durlanık,Tevfik Durlanık,Tevfik Durlanık,"",,,Tevfik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8078958,Ömer Lütfi Argeşo,Ömer Lütfi Argeşo,Ömer Lütfi Argeşo,Ömer Lütfi Argeşo,Ömer Lütfi Argeşo,male,1879-01-01,Ömer,https://upload.wikimedia.org/wikipedia/commons/1/1f/Ömer_Lütfi_Bey_Argeşo.jpg,,,,,,,,,,,,,,,,1942-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19613792,İsmail Remzi Berkün,İsmail Remzi Berkün,İsmail Remzi Berkün,İsmail Remzi Berkün,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6037289,İsmail Şükrü Çelikalay,İsmail Şükrü Çelikalay,İsmail Şükrü Çelikalay,İsmail Şükrü Çelikalay,"",male,1876-01-01,Ismail,,,,,,,,,,,,,,,,,1950-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6012128,Abdullah Karabina,Abdullah Karabina,Abdullah Karabina,Abdullah Karabina,"",male,,Abdullah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19610378,Abdülgani Ertan,Abdülgani Ertan,Abdülgani Ertan,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6093335,Abdülhalim Çelebi,Abdülhalim Çelebi,Abdülhalim Çelebi,Abdülhalim Çelebi,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17466846,Ahmet Hakkı Sütekin,Ahmet Hakkı Sütekin,Ahmet Hakkı Sütekin,Ahmet Hakkı Sütekin,"",male,,Ahmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6018807,Arif Baysal,Arif Baysal,Arif Baysal,Arif Baysal,"",male,1861-01-01,,,,,,,,,,,,,,,,,,1946-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4796586,Arslan Toğuzata,Arslan Toğuzata,Arslan Toğuzata,Arslan Toğuz,Arslan Toğuz,male,,,,,,,,,,,,,,,,,,,1963-06-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6019531,Cemil Altay,Cemil Altay,Cemil Altay,Cemil Altay,"",,1868-01-01,Cemil,,,,,,,,,,,,,,,,,1940-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6041677,Emir Marşan,Emir Marşan,Emir Marşan,,"",male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6091066,Hacı Garip Taner,Hacı Garip Taner,Hacı Garip Taner,Hacı Garip Taner,"",male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6016745,Hakkı Hami Ulukan,Hakkı Hami Ulukan,Hakkı Hami Ulukan,Hakkı Hami Ulukan,"",male,,Hakkı,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19611434,Hamza Hayati Öztürk,Hamza Hayati Öztürk,Hamza Hayati Öztürk,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6063296,Hasip Aksöyök,Hasip Aksöyök,Hasip Aksöyök,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q14928337,Haydar (Serez doğumlu),Haydar (Serez doğumlu),Haydar (Serez doğumlu),Haydar,"",male,1872-01-01,,,,,,,,,,,,,,,,,,1934-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q17467086,Hulusi Göksu,Hulusi Göksu,Hulusi Göksu,Hulusi Göksu,"",male,,Hulusi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q19611533,Hüseyin Sıtkı Gür,Hüseyin Sıtkı Gür,Hüseyin Sıtkı Gür,Hüseyin Sıtkı Gür,"",,,Hüseyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6023168,Hüseyin Çelik (Kozanlı),Hüseyin Çelik (Kozanlı),Hüseyin Çelik (Kozanlı),Hüseyin Çelik,"",male,,Hüseyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6026575,Mahmut Hendek,Mahmut Hendek,Mahmut Hendek,Mahmut Hendek,"",male,,Mahmut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6029512,Mehmet Necati Memişoğlu,Mehmet Necati Memişoğlu,Mehmet Necati Memişoğlu,Necati,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6088485,Mehmet Rifat Börekçi,Mehmet Rifat Börekçi,Mehmet Rifat Börekçi,,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6091944,Mehmet Vehbi Çelik,Mehmet Vehbi Çelik,Mehmet Vehbi Çelik,Mehmet Vehbi Çelik,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6026500,Mehmet Şerif Avcıoğlu,Mehmet Şerif Avcıoğlu,Mehmet Şerif Avcıoğlu,Mehmet Şerif Avcıoğlu,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6016410,Mehmet Şevket Peker,Mehmet Şevket Peker,Mehmet Şevket Peker,Mehmet Şevket Peker,"",male,,Mehmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6023133,Mithat Milli,Mithat Milli,Mithat Milli,Mithat Milli,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6025410,Muhtar Fikri Güçüm,Muhtar Fikri Güçüm,Muhtar Fikri Güçüm,Muhtar Fikri Güçüm,"",male,1876-01-01,,https://upload.wikimedia.org/wikipedia/commons/b/b9/Muhtar_Fikri_Bey.jpg,,,,,,,,,,,,,,,,1930-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6057908,Mustafa Fevzi Bilgili,Mustafa Fevzi Bilgili,Mustafa Fevzi Bilgili,Mustafa Fevzi Bilgili,"",male,,Mustafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6014137,Mustafa Hayri Sığıncı,Mustafa Hayri Sığıncı,Mustafa Hayri San,Mustafa Hayri Sığıncı,"",male,,Mustafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6011808,Mustafa Hilmi Soydan,Mustafa Hilmi Soydan,Mustafa Hilmi Soydan,Mustafa Hilmi Soydan,"",male,,Mustafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6028142,Mustafa Soylu,Mustafa Soylu,Mustafa Soylu,Mustafa Soylu,"",male,1883-01-01,Mustafa,,,,,,,,,,,,,,,,,1920-12-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6019270,Osman Nuri Özgen,Osman Nuri Özgen,Osman Nuri Özgen,Osman Nuri Özgen,"",male,,Osman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
