id,name__fr,name__ru,name__en,name__sv,name__es,name__nl,name__nb,name__da,name__nn,name__de,name__fi,name__fit,name,wikipedia__en,wikipedia__fr,wikipedia__ru,wikipedia__sv,image,gender,birth_date,identifier__freebase,given_name,website,original_wikiname,identifier__VIAF,name__uk,name__he,wikipedia__uk,name__zh,wikipedia__zh,identifier__BNF,identifier__ISNI,twitter,name__ta,name__en_ca,name__it,name__en_gb,name__af,name__ar,name__az,name__be,name__bg,name__br,name__ca,name__cs,name__cy,name__el,name__eo,name__et,name__eu,name__fa,name__ga,name__gd,name__hi,name__hr,name__hu,name__id,name__ie,name__io,name__is,name__iu,name__ja,name__ka,name__ko,name__kw,name__la,name__lb,name__lv,name__mn,name__mr,name__ms,name__my,name__oc,name__pdc,name__pl,name__pnb,name__pt,name__pt_br,name__qu,name__ro,name__sh,name__sk,name__sr,name__tl,name__tr,name__ur,name__uz,name__vi,name__yi,name__yo,name__zh_hans,name__pam,name__war,name__zh_hant,name__sq,name__sco,name__an,name__bs,name__gl,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sl,name__vec,name__wa,name__fo,name__kl,name__gsw,name__be_tarask,name__ne,name__pa,name__th,name__mg,name__hy,wikipedia__af,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__br,wikipedia__ca,wikipedia__commons,wikipedia__cs,wikipedia__cswikiquote,wikipedia__cy,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__enwikisource,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__eu,wikipedia__fa,wikipedia__fi,wikipedia__ga,wikipedia__gd,wikipedia__gl,wikipedia__he,wikipedia__hewikiquote,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__ie,wikipedia__io,wikipedia__is,wikipedia__it,wikipedia__iu,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__kw,wikipedia__la,wikipedia__lb,wikipedia__lv,wikipedia__mg,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__my,wikipedia__ne,wikipedia__nl,wikipedia__nn,wikipedia__no,wikipedia__oc,wikipedia__pam,wikipedia__pa,wikipedia__pdc,wikipedia__pl,wikipedia__pnb,wikipedia__pt,wikipedia__qu,wikipedia__ro,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sk,wikipedia__sq,wikipedia__sr,wikipedia__ta,wikipedia__th,wikipedia__tl,wikipedia__tr,wikipedia__ur,wikipedia__uz,wikipedia__vi,wikipedia__war,wikipedia__yi,wikipedia__yo,wikipedia__zhwikiquote,identifier__GND,identifier__LCAuth,identifier__SUDOC,identifier__IMDB,identifier__NLA,family_name,identifier__Munzinger,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,identifier__NNDB,name__ceb,identifier__MusicBrainz,identifier__discogs,identifier__NTA,name__yue,wikipedia__zh_yue,death_date,name__vmf
Q3574110,Yvon Godin,,Yvon Godin,Yvon Godin,Yvon Godin,Yvon Godin,Yvon Godin,Yvon Godin,Yvon Godin,Yvon Godin,,,Yvon Godin,Yvon Godin,Yvon Godin,,,https://upload.wikimedia.org/wikipedia/commons/b/b3/Yvon_Godin_2014-05-05.jpg,male,1955-05-12,,Yvon,,Yvon Godin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4756567,Andrew Cash,,Andrew Cash,Andrew Cash,Andrew Cash,Andrew Cash,Andrew Cash,Andrew Cash,Andrew Cash,Andrew Cash,,,Andrew Cash,Andrew Cash,,,,"https://upload.wikimedia.org/wikipedia/commons/8/80/Andrew_Cash,_MP.jpg",male,1962-01-22,,Andrew,http://andrewcash.ca/,Andrew Cash,71580771,,,,,,13929679n,0000 0000 7366 9179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65a87f1a-6323-40be-b87d-487fa79feca0,451721,,,,,
Q2880373,Bal Gosal,,Bal Gosal,Bal Gosal,,Bal Gosal,Bal Gosal,Bal Gosal,Bal Gosal,Bal Gosal,,,Bal Gosal,Bal Gosal,Bal Gosal,,,,male,1960-05-04,,,,Bal Gosal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ਬਲਜੀਤ ਗੋਸਲ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2885727,Barry Devolin,,Barry Devolin,Barry Devolin,Barry Devolin,Barry Devolin,Barry Devolin,Barry Devolin,Barry Devolin,,,,Barry Devolin,Barry Devolin,Barry Devolin,,,,male,1963-03-10,,Barry,,Barry Devolin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16196303,Bernard Trottier,,Bernard Trottier,,,,,,,Bernard Trottier,,,Bernard Trottier,Bernard Trottier,,,,https://upload.wikimedia.org/wikipedia/commons/3/39/MP_Bernard_Trottier_announcing_the_official_opening_of_Mimico_Waterfront_Park.JPG,male,1965-03-13,,Bernard,,Bernard Trottier,,,,,,,,,,,,Bernard Trottier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q399629,Bev Oda,,Bev Oda,Bev Oda,Bev Oda,Bev Oda,Bev Oda,Bev Oda,Bev Oda,,,,Bev Oda,Bev Oda,Bev Oda,,,https://upload.wikimedia.org/wikipedia/commons/4/4b/Bev_Oda_UNDP_2010.jpg,female,1944-07-27,/m/04_pyz,,http://www.bevoda.ca/,Bev Oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ビバリー・オダ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Bev Oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ビバリー・オダ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bev Oda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16192760,Carol Hughes,Кэрол Хьюз,Carol Hughes,,,,,,,Carol Hughes,,,Carol Hughes,Carol Hughes,,,,,female,1958-11-26,,Carol,,Carol Hughes,,,,,,,,,,,,Carol Hughes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5105714,Chris Alexander (homme politique),,Chris Alexander,Chris Alexander,Chris Alexander,Chris Alexander,Chris Alexander,Chris Alexander,Chris Alexander,Chris Alexander,,,Chris Alexander,Chris Alexander (politician),Chris Alexander (homme politique),,,,male,1968-09-09,,Chris,,Chris Alexander (politician),171264254,Кріс Александер,,Кріс Александер,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chris Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1047659115,,,,,,,,,,,,,,,,,,,
Q3017287,Dave Van Kesteren,,Dave Van Kesteren,Dave Van Kesteren,Dave Van Kesteren,Dave Van Kesteren,Dave Van Kesteren,Dave Van Kesteren,Dave Van Kesteren,Dave Van Kesteren,,,Dave Van Kesteren,Dave Van Kesteren,Dave Van Kesteren,,,https://upload.wikimedia.org/wikipedia/commons/2/23/VanKesterenDavid_CPC_low.jpg,male,1955-10-07,,Dave,,Dave Van Kesteren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3017669,David Christopherson,,David Christopherson,David Christopherson,David Christopherson,David Christopherson,David Christopherson,David Christopherson,David Christopherson,David Christopherson,,,David Christopherson,David Christopherson,David Christopherson,,,https://upload.wikimedia.org/wikipedia/commons/6/63/David_Christopherson.jpg,male,1954-10-05,,David,,David Christopherson,268214615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3018841,David Sweet,,David Sweet,David Sweet,David Sweet,David Sweet,David Sweet,David Sweet,David Sweet,David Sweet,,,David Sweet,David Sweet,David Sweet,,,,male,1957-06-24,,David,,David Sweet,102897750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3018882,David Tilson,,David Tilson,David Tilson,David Tilson,David Tilson,David Tilson,David Tilson,David Tilson,David Tilson,,,David Tilson,David Tilson,David Tilson,,,,male,1941-03-19,,David,http://www.davidtilson.ca/,David Tilson,90491088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3026209,Diane Finley,,Diane Finley,Diane Finley,Diane Finley,Diane Finley,Diane Finley,Diane Finley,Diane Finley,Diane Finley,,,Diane Finley,Diane Finley,Diane Finley,,,,female,1957-10-03,,Diane,,Diane Finley,315532844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1840895,Erin O'Toole,,Erin O'Toole,Erin O'Toole,,Erin O'Toole,Erin O'Toole,Erin O'Toole,Erin O'Toole,Erin O'Toole,,,Erin O'Toole,Erin O'Toole,Erin O'Toole,,,https://upload.wikimedia.org/wikipedia/commons/b/b5/Erin_O'Toole.jpg,male,1973-01-22,,Erin,http://erinotoolemp.ca,Erin O'Toole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3082841,Frank Valeriote,,Frank Valeriote,Frank Valeriote,,Frank Valeriote,Frank Valeriote,Frank Valeriote,Frank Valeriote,Frank Valeriote,,,Frank Valeriote,Frank Valeriote,Frank Valeriote,,,https://upload.wikimedia.org/wikipedia/commons/b/b8/Frank_Valeriote.jpg,male,1954-08-15,,Frank,http://www.frankvaleriotemp.ca/,Frank Valeriote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3098557,Gary Goodyear,,Gary Goodyear,Gary Goodyear,Gary Goodyear,Gary Goodyear,Gary Goodyear,Gary Goodyear,Gary Goodyear,Gary Goodyear,,,Gary Goodyear,Gary Goodyear,Gary Goodyear,,,https://upload.wikimedia.org/wikipedia/commons/f/f9/Gary_Goodyear.jpg,male,1958-03-10,,Gary,,Gary Goodyear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3101057,Geoff Regan,,Geoff Regan,Geoff Regan,Geoff Regan,Geoff Regan,Geoff Regan,Geoff Regan,Geoff Regan,Geoff Regan,,,Geoff Regan,Geoff Regan,Geoff Regan,,,https://upload.wikimedia.org/wikipedia/commons/9/9a/Geoff_Regan_MP.jpg,male,1959-11-22,,Geoff,,Geoff Regan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3103893,Gerald Keddy,,Gerald Keddy,Gerald Keddy,Gerald Keddy,Gerald Keddy,Gerald Keddy,Gerald Keddy,Gerald Keddy,Gerald Keddy,,,Gerald Keddy,Gerald Keddy,Gerald Keddy,,,,male,1953-02-15,,Gerald,,Gerald Keddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3104325,Gerry Byrne,,Gerry Byrne,Gerry Byrne,Gerry Byrne,Gerry Byrne,Gerry Byrne,Gerry Byrne,Gerry Byrne,Gerry Byrne,,,Gerry Byrne,Gerry Byrne (politician),Gerry Byrne (homme politique),,,https://upload.wikimedia.org/wikipedia/commons/b/bc/Gerry_Byrne_-_Canadian_MP.jpg,male,1966-09-27,,Gerry,,Gerry Byrne (politician),70740835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Author:Gerry Byrne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2001102253,,,,,,,,,,,,,,,,,,
Q516900,Gordon O'Connor,,Gordon O'Connor,Gordon O'Connor,Gordon O'Connor,Gordon O'Connor,Gordon O'Connor,Gordon O'Connor,Gordon O'Connor,Gordon O’Connor,,,Gordon O'Connor,Gordon O'Connor,Gordon O'Connor,,,"https://upload.wikimedia.org/wikipedia/commons/a/a0/Gordon_O'Connor_with_Robert_Gates,_Jan_23,_2007,_cropped.jpg",male,1939-05-18,/m/04x72y,Gordon,,Gordon O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon O’Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gordon O’Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3116246,Greg Kerr,,Greg Kerr,Greg Kerr,,Greg Kerr,Greg Kerr,Greg Kerr,Greg Kerr,Greg Kerr,,,Greg Kerr,Greg Kerr,Greg Kerr,,,,male,1947-10-08,,Greg,,Greg Kerr,232242707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6112959,Jack Harris (homme politique),,Jack Harris,Jack Harris,,Jack Harris,Jack Harris,Jack Harris,Jack Harris,Jack Harris,,,Jack Harris,Jack Harris (Newfoundland and Labrador politician),Jack Harris (homme politique),,,https://upload.wikimedia.org/wikipedia/commons/1/1c/Jack_Harris.jpg,male,1948-10-27,,Jack,,Jack Harris (Newfoundland and Labrador politician),310665597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Author:Jack Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3176612,Jeff Watson,,Jeff Watson,Jeff Watson,Jeff Watson,Jeff Watson,Jeff Watson,Jeff Watson,Jeff Watson,Jeff Watson,,,Jeff Watson,Jeff Watson (politician),Jeff Watson,,,,male,1971-03-25,,Jeff,,Jeff Watson (politician),,,,,,,,,,,,,,,,,,,,,Jeff Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3180041,Joe Daniel,,Joe Daniel,Joe Daniel,,Joe Daniel,Joe Daniel,Joe Daniel,Joe Daniel,Joe Daniel,,,Joe Daniel,Joe Daniel,Joe Daniel,,,,male,1954-12-05,,Joe,http://www.joedaniel.ca/,Joe Daniel,48058087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6211627,Joe Oliver,"Оливер, Джо",Joe Oliver,Joe Oliver,Joe Oliver,Joe Oliver,Joe Oliver,Joe Oliver,Joe Oliver,Joe Oliver,,,Joe Oliver,Joe Oliver (politician),Joe Oliver,"Оливер, Джо",,https://upload.wikimedia.org/wikipedia/commons/7/7c/Joe_Oliver.JPG,male,1940-05-20,,Joe,http://www.joeoliver.ca/,Joe Oliver (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joe Oliver (Politiker),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3180157,Joe Preston,,Joe Preston,Joe Preston,Joe Preston,Joe Preston,Joe Preston,Joe Preston,Joe Preston,Joe Preston,,,Joe Preston,Joe Preston (politician),Joe Preston,,,,male,1955-06-14,,Joe,,Joe Preston (politician),238818689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3181201,John Carmichael,,John Carmichael,John Carmichael,,John Carmichael,John Carmichael,John Carmichael,John Carmichael,John Carmichael,,,John Carmichael,John Carmichael (politician),John Carmichael (homme politique),,,https://upload.wikimedia.org/wikipedia/commons/6/6c/John_Carmichael_(Canadian_politician).jpg,male,1952-02-14,,John,,John Carmichael (politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q981186,Judy Foote,,Judy Foote,Judy Foote,Judy Foote,Judy Foote,Judy Foote,Judy Foote,Judy Foote,Judy Foote,,,Judy Foote,Judy Foote,Judy Foote,,,https://upload.wikimedia.org/wikipedia/commons/2/29/Judy_Foote.jpg,female,1952-06-23,,Judy,,Judy Foote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Author:Judy Foote,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3197422,Kirsty Duncan,,Kirsty Duncan,Kirsty Duncan,Kirsty Duncan,Kirsty Duncan,Kirsty Duncan,Kirsty Duncan,Kirsty Duncan,Kirsty Duncan,,,Kirsty Duncan,Kirsty Duncan,Kirsty Duncan,,,https://upload.wikimedia.org/wikipedia/commons/9/9e/Kirsty_Duncan_St._John's_Rally.jpg,female,1966-10-31,,Kirsty,,Kirsty Duncan,68314194,,,,,,,0000 0001 0983 5758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Author:Kirsty Duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n2003145734,092913970,,,,,,,,,,,,,,,,,
Q6451430,Kyle Seeback,,Kyle Seeback,Kyle Seeback,,Kyle Seeback,Kyle Seeback,Kyle Seeback,Kyle Seeback,Kyle Seeback,,,Kyle Seeback,Kyle Seeback,Kyle Seeback,,,https://upload.wikimedia.org/wikipedia/commons/5/56/Kyle_Seeback.jpg,male,1971-08-19,,Kyle,,Kyle Seeback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3218085,Larry Miller,,Larry Miller,Larry Miller,Larry Miller,Larry Miller,Larry Miller,Larry Miller,Larry Miller,Larry Miller,,,Larry Miller,Larry Miller (Canadian politician),Larry Miller (homme politique),,,https://upload.wikimedia.org/wikipedia/commons/f/fd/Larry_Miller.jpg,male,1956-07-21,,Larry,,Larry Miller (Canadian politician),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miller,,,,,,,,,,,,,,
Q6558350,Lisa Raitt,,Lisa Raitt,Lisa Raitt,Lisa Raitt,Lisa Raitt,Lisa Raitt,Lisa Raitt,Lisa Raitt,Lisa Raitt,,,Lisa Raitt,Lisa Raitt,Lisa Raitt,,,https://upload.wikimedia.org/wikipedia/commons/b/bd/Lisa_Raitt.jpg,female,1968-05-07,,Lisa,http://www.lisaraitt.ca/,Lisa Raitt,165940600,,,,,,,,lraitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lisa Raitt,,,Author:Lisa Raitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3294068,Mark Eyking,,Mark Eyking,Mark Eyking,Mark Eyking,Mark Eyking,Mark Eyking,Mark Eyking,Mark Eyking,Mark Eyking,,,Mark Eyking,Mark Eyking,Mark Eyking,,,,male,1960-08-30,,Mark,,Mark Eyking,106509247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6790781,Matthew Kellway,,Matthew Kellway,Matthew Kellway,Matthew Kellway,,Matthew Kellway,Matthew Kellway,Matthew Kellway,Matthew Kellway,,,Matthew Kellway,Matthew Kellway,,,,,male,1964-12-10,,Matthew,http://matthewkellway.ndp.ca,Matthew Kellway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
