id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,birth_date,identifier__freebase,given_name,website,identifier__Muzinger,identifier__journalisted,identifier__EuroparlMEP,family_name,death_date,identifier__ISNI,identifier__BNF,identifier__SUDOC,identifier__IMDB,identifier__NTA,identifier__NLA,identifier__NPG,identifier__MusicBrainz,identifier__SELIBR,identifier__NNDB,identifier__Oxforddnb,identifier__GTAA,honorific_prefix,identifier__hansard,wikipedia__en,identifier__Munzinger,identifier__discogs,identifier__parliamentDOTuk,name__zh,name__pl,name__eu,name__fr,name__ru,name__es,name__ca,name__hu,name__fi,name__it,name__la,name__cy,name__de,name__br,name__ga,name__nl,name__sv,name__mzn,name__oc,name__nb,name__da,name__nn,name__he,wikipedia__br,wikipedia__ca,wikipedia__cy,wikipedia__de,wikipedia__es,wikipedia__eu,wikipedia__fi,wikipedia__fr,wikipedia__ga,wikipedia__he,wikipedia__hu,wikipedia__it,wikipedia__la,wikipedia__mzn,wikipedia__nl,wikipedia__pl,wikipedia__ru,wikipedia__simple,wikipedia__sv,wikipedia__zh,name__ko,name__tr,name__el,name__tl,name__af,name__en_ca,name__en_gb,name__uk,name__fa,wikipedia__af,wikipedia__da,wikipedia__el,wikipedia__ko,wikipedia__no,wikipedia__tl,wikipedia__tr,wikipedia__uk,name__ro,wikipedia__ro,wikipedia__enwikiquote,wikipedia__commons,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__gl,name__be,name__id,name__bn,name__ar,name__pt,name__eo,name__be_tarask,name__cs,name__bg,name__ckb,name__az,name__hy,wikipedia__ar,wikipedia__az,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ckb,wikipedia__cs,wikipedia__eo,wikipedia__fa,wikipedia__gl,wikipedia__id,wikipedia__nn,wikipedia__pt,name__sr_el,name__sr_ec,name__hr,name__sco,name__sr,name__ie,name__ja,wikipedia__hr,wikipedia__ie,wikipedia__itwikiquote,wikipedia__ja,wikipedia__sco,wikipedia__sr,name__an,name__bs,name__ceb,name__et,name__is,name__lb,name__lmo,name__lt,name__nds,name__nds_nl,name__pms,name__sk,name__sl,name__sq,name__vec,name__wa,name__gd,name__yo,name__pnb,name__ku_arab,name__ku_latn,name__ku,name__hi,name__ur,wikipedia__et,wikipedia__gd,wikipedia__ku,wikipedia__pnb,wikipedia__sk,wikipedia__ur,wikipedia__yo,name__ta,wikipedia__ta,name__vmf,name__nan,name__mr,name__io,wikipedia__io,wikipedia__is,wikipedia__mr,wikipedia__zh_min_nan,name__de_ch,name__nrm,wikipedia__nrm,wikipedia__bgwikiquote
Q5209806,Daithí McKay,Daithí McKay,https://upload.wikimedia.org/wikipedia/commons/8/83/Edinburgh_fbu.jpg,male,,,,1982-03-02,,,,,,,,,,,,,,,,,,,,,,,Daithí McKay,,,,,,,Daithí McKay,,,,,,,,,Daithí McKay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5220512,Danny Kennedy,Danny Kennedy,,male,,,,1959-07-06,,Danny,,,,,Kennedy,,,,,,,,,,,,,,,,Danny Kennedy,,,,,,,Danny Kennedy,,Danny Kennedy,,,,,,,Danny Kennedy,,Danny Kennedy,,,,,,,,,,,,,,,,Danny Kennedy (homme politique),Danny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Danny Kennedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5220520,Danny Kinahan,Danny Kinahan,,male,,,,1958-04-14,,Danny,,,,,,,,,,,,,,,,,,,,,Danny Kinahan,,,commons/danny-kinahan/4381,,,,Danny Kinahan,,,,,,,,,Danny Kinahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5220697,Danny O'Connor,Danny O'Connor,,male,,,,1965-01-01,,Danny,,,,,,,,,,,,,,,,,,,,,Danny O'Connor (politician),,,,,,,Danny O'Connor,,,,,,,,,Danny O'Connor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5221985,Dara O'Hagan,Dara O'Hagan,,female,,,,1964-08-29,,Dara,,,,,,,,,,,,,,,,,,,,,Dara O'Hagan,,,,,,,Dara O'Hagan,,Dara O'Hagan,,,,,,,Dara O'Hagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5231474,David Bleakley,David Bleakley,,male,74434667,,,1925-01-11,,David,,,,,,,0000 0000 6672 7238,,087146479,,07116975X,,,,,,,,,,David Bleakley,,,,,,,David Bleakley,,David Bleakley,,,,,,,David Bleakley,,,David Bleakley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5232104,David Calvert,David Calvert,,male,,,,1946-01-01,,David,,,,,,,,,,,,,,,,,,,,,David Calvert,,,,,,,David Calvert,,,,,,David Calvert,,,David Calvert,,,David Calvert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5233732,David Ford,David Ford,,male,,,,1951-02-24,,David,,,,,Ford,,,,,,,,,,,,,,,,David Ford,,,,,,,David Ford,,David Ford,,,,,,,David Ford,,,David Ford,,,,,,,,,,,,David Ford (político),,,David Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5237286,David McCarthy,David McCarthy,,male,,,,,,David,,,,,,1973-01-01,,,,,,,,,,,,,,,David McCarthy (politician),,,,,,,,,,,,,,,,David McCarthy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5237292,David McClarty,David McClarty,,male,,,,1951-02-23,,David,,,,,,2014-04-18,,,,,,,,,,,,,,,David McClarty,,,,,,,David McClarty,,David McClarty,,,,,,,David McClarty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5237376,David McIlveen,David McIlveen,,male,,,,1981-02-11,,David,,,,,,,,,,,,,,,,,,,,,David McIlveen,,,,,,,David McIlveen,,,,,,David McIlveen,,,David McIlveen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5237446,David McNarry,David McNarry,,male,,,,1948-05-25,,David,,,,,,,,,,,,,,,,,,,,,David McNarry,,,,,,,David McNarry,,,,,,,,,David McNarry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5242200,Davy Hyland,Davy Hyland,,male,,,,1955-02-25,,Davy,,,,,,,,,,,,,,,,,,,,,Davy Hyland,,,,,,,Davy Hyland,,Davy Hyland,,,,,,,Davy Hyland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5242494,Dawn Purvis,Dawn Purvis,,female,,,,1966-10-22,,Dawn,,,,,,,,,,,,,,,,,,,,,Dawn Purvis,,,,,,,Dawn Purvis,,,,,,,,,Dawn Purvis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5249360,Declan McAleer,Declan McAleer,,male,,,,1973-07-10,,Declan,,,,,,,,,,,,,,,,,,,,,Declan McAleer,,,,,,,Declan McAleer,,,,,,Declan McAleer,,,Declan McAleer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5249384,Declan O'Loan,Declan O'Loan,,male,,,,1951-08-05,,Declan,,,,,,,,,,,,,,,,,,,,,Declan O'Loan,,,,,,,Declan O'Loan,,Declan O'Loan,,,,,,,Declan O'Loan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5257276,Denis Haughey,Denis Haughey,,male,,,,1944-10-03,,Denis,,,,,,,,,,,,,,,,,,,,,Denis Haughey,,,,,,Denis Haughey,Denis Haughey,,Denis Haughey,,,,,,,Denis Haughey,,,Denis Haughey,,,,,,,,,,,,,Denis Haughey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5257576,Denis Watson,Denis Watson,,male,,,,,,Denis,,,,,,,,,,,,,,,,,,,,,Denis Watson (politician),,,,,,,,,,,,,,,,Denis Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Watson,Denis Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Denis Watson,,,,,,,,,,,,,,,,,,,,,,,,,Denis Watson,,,,,,,,,,,
Q5259244,Denny Vitty,Denny Vitty,,male,,,,,,Denny,,,,,,,,,,,,,,,,,,,,,Denny Vitty,,,,,,,,,,,,,,,,Denny Vitty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5262066,Derek Hussey,Derek Hussey,,male,,,,1948-09-12,,Derek,,,,,,,,,,,,,,,,,,,,,Derek Hussey,,,,,,,Derek Hussey,,,,,,,,,Derek Hussey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5262833,Dermot Nesbitt,Dermot Nesbitt,,male,26576379,,,1947-08-14,,Dermot,,,,,,,,,,,,,,,,,,,,,Dermot Nesbitt,,,,,,,Dermot Nesbitt,,,,,,Dermot Nesbitt,,,Dermot Nesbitt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5262997,Derrick Crothers,Derrick Crothers,,male,,,,1942-06-24,,Derrick,,,,,,,,,,,,,,,,,,,,,Derrick Crothers,,,,,,,Derrick Crothers,,Derrick Crothers,,,,,,,Derrick Crothers,,,Derrick Crothers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5264729,Desmond Gillespie,Desmond Gillespie,,male,,,,1912-01-01,,Desmond,,,,,,1986-01-01,,,,,,,,,,,,,,,Desmond Gillespie,,,,,,,Desmond Gillespie,,,,,,Desmond Gillespie,,,Desmond Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5289533,Dolores Kelly,Dolores Kelly,,female,,,,1959-09-03,,Dolores,,,,,,,,,,,,,,,,,,,,,Dolores Kelly,,,,,,,Dolores Kelly,,Dolores Kelly,,,,,,,Dolores Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5290471,Dominic Bradley,Dominic Bradley,,male,,,,1960-08-29,,Dominic,,,,,,,,,,,,,,,,,,,,,Dominic Bradley,,,,,,,Dominic Bradley,,Dominic Bradley,,,,,,,Dominic Bradley,,,Dominic Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5296845,Donovan McClelland,Donovan McClelland,,male,,,,1949-01-14,,Donovan,,,,,,,,,,,,,,,,,,,,,Donovan McClelland,,,,,,,Donovan McClelland,,,,,,Donovan McClelland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5298393,Dorothy Dunlop,Dorothy Dunlop,,female,,,,,,Dorothy,,,,,,,,,,,,,,,,,,,,,Dorothy Dunlop,,,,,,,,,,,,,,,,Dorothy Dunlop,,,Dorothy Dunlop,Dorothy Dunlop,,,Dorothy Dunlop,Dorothy Dunlop,Dorothy Dunlop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5301622,Douglas Hutchinson,Douglas Hutchinson,,male,,,,1918-01-01,,Douglas,,,,,,,,,,,,,,,,,,,,,Douglas Hutchinson,,,,,,,Douglas Hutchinson,,,,,,Douglas Hutchinson,,,Douglas Hutchinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5314604,Duncan Shipley-Dalton,Duncan Shipley-Dalton,,male,,,,1970-11-07,,Duncan,,,,,,,,,,,,,,,,,,,,,Duncan Shipley-Dalton,,,,,,,Duncan Shipley-Dalton,,Duncan Shipley-Dalton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5325535,Eamon O'Neill,Eamon O'Neill,,male,,,,1944-09-15,,Eamon,,,,,,,,,,,,,,,,,,,,,Eamon O'Neill,,,,,,,Eamon O'Neill,,Eamon O'Neill,,,,,,,Eamon O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eamon O'Neill,,,,,,,,,,,Eamon O'Neill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5336300,Eddie McGrady,Eddie McGrady,,male,,,,1935-06-03,,Eddie,,,,,,2013-11-11,,,,,,,,,,,,,,mr-eddie-mcgrady,Eddie McGrady,,,,,,,Eddie McGrady,,Eddie McGrady,,,,,,,Eddie McGrady,,,Eddie McGrady,Eddie McGrady,,,Eddie McGrady,Eddie McGrady,Eddie McGrady,,,,,,,,,,,,,,,,,,,,Eddie McGrady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5337265,Edgar Graham,Edgar Graham,,male,,,,1954-01-01,,Edgar,,,,,Graham,1983-12-07,,,,,,,,,,,,104141,,,Edgar Graham,,,,,,,Edgar Graham,,Edgar Graham,,,,Edgar Graham,,,Edgar Graham,,,Edgar Graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5346750,Edwin Poots,Edwin Poots,,male,,,,1965-05-27,,Edwin,,,,,,,,,,,,,,,,,,,,,Edwin Poots,,,,,,,Edwin Poots,,Edwin Poots,,,,,,,Edwin Poots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5349324,Eileen Bell,Eileen Bell,,female,,,,1943-08-15,,Eileen,,,,,,,,,,,,,,,,,,,,,Eileen Bell,,,,,,,Eileen Bell,,Eileen Bell,,,,Eileen Bell,,,Eileen Bell,,,Eileen Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5392752,Ernest Baird,Ernest Baird,,male,,,,1930-01-01,,Ernest,,,,,,2003-01-01,,,,,,,,,,,,,,,Ernest Baird,,,,,,,Ernest Baird,,Ernest Baird,,,,Ernest Baird,,,Ernest Baird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5398557,Esmond Birnie,Esmond Birnie,,male,111424398,,,1965-01-06,,,,,,,,,0000 0000 8177 9386,12322574s,,,,,,,,,,,,,Esmond Birnie,,,,,,,Esmond Birnie,,Esmond Birnie,,,,Esmond Birnie,,,Esmond Birnie,,,Esmond Birnie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5407530,Eugene McMenamin,Eugene McMenamin,,male,,,,1947-01-01,,Eugene,,,,,,,,,,,,,,,,,,,,,Eugene McMenamin,,,,,,,Eugene McMenamin,,,,,,Eugene McMenamin,,,Eugene McMenamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5439436,Fearghal McKinney,Fearghal McKinney,,male,,,,1962-07-06,,,,,,,,,,,,,,,,,,,,,,,Fearghal McKinney,,,,,,,Fearghal McKinney,,Fearghal McKinney,,,,,,,Fearghal McKinney,,,,Fearghal McKinney,,,Fearghal McKinney,Fearghal McKinney,Fearghal McKinney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5468960,Peter McLachlan,Peter McLachlan,,male,,,,1936-08-21,,Peter,,,,,,1999-08-04,,,,,,,,,,,,,,,Peter McLachlan,,,,,,,Peter McLachlan,,,,,,Peter McLachlan,,,Peter McLachlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5477442,Fra McCann,Fra McCann,https://upload.wikimedia.org/wikipedia/commons/6/6d/Fra_McCann.jpg,male,,,,1953-06-19,,,,,,,,,,,,,,,,,,,,,,,Fra McCann,,,,,,,Fra McCann,"Маккенн, Фра",,,,,Fra McCann,,,Fra McCann,,,,,,,,,,,,,,,,,,,,,,,,,,,"Маккенн, Фра",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5479812,Francie Molloy,Francie Molloy,https://upload.wikimedia.org/wikipedia/commons/c/cc/FrancieMolloy.jpg,male,,,,1950-12-16,,Francie,,,,,,,,,,,,,,,,,,,,,Francie Molloy,,,commons/francie-molloy/4274,,,,Francie Molloy,,,,,,,,,Francie Molloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5486569,Frank Feely,Frank Feely,,male,,,,,,Frank,,,,,,,,,,,,,,,,,,,,,Frank Feely,,,,,,,,,,,,,,,,Frank Feely,,,Frank Feely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5488438,Frank Millar,Frank Millar,,male,,,,1925-01-01,,Frank,,,,,,2001-05-13,,,,,,,,,,,,,,,Frank Millar,,,,,,,Frank Millar,,,,,,,,,Frank Millar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5488439,Frank Millar Jr,Frank Millar Jr,,male,,,,,,Frank,,,,,,,,,,,,,,,,,,,,,Frank Millar Jr,,,,,,,,,,,,,,,,Frank Millar Jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Франк Милър — младши,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Франк Милър — младши
Q5493559,Fraser Agnew,Fraser Agnew,,male,,,,,,Fraser,,,,,,,,,,,,,,,,,,,,,Fraser Agnew,,,,,,,,,Fraser Agnew,,,,,,,Fraser Agnew,,,Fraser Agnew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5494852,Fred Cobain,Fred Cobain,,male,,,,1946-04-30,,Fred,,,,,,,,,,,,,,,,,,,,,Fred Cobain,,,,,,,Fred Cobain,,,,,,Fred Cobain,,,Fred Cobain,,,Fred Cobain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5522531,Gardiner Kane,Gardiner Kane,,male,,,,1947-11-25,,,,,,,,,,,,,,,,,,,,,,,Gardiner Kane,,,,,,,Gardiner Kane,,,,,,,,,Gardiner Kane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5538436,George Dawson,George Dawson,,male,,,,1961-05-10,,George,,,,,,2007-05-07,,,,,,,,,,,,,,,George Dawson (politician),,,,,,,George Dawson,,George Dawson,,,,,,,George Dawson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
