id,name__fi,name,wikipedia__fi,name__sv,wikipedia__sv,name__en,wikipedia__en,image,gender,birth_date,identifier__freebase,given_name,website,identifier__ISNI,identifier__VIAF,identifier__LCAuth,identifier__EuroparlMEP,identifier__GND,identifier__BNF,identifier__IMDB,identifier__MusicBrainz,identifier__SELIBR,identifier__NTA,family_name,identifier__discogs,identifier__parlement,identifier__SUDOC,identifier__BIBSYS,identifier__Munzinger,twitter,facebook,death_date,identifier__IIAF,name__ru,name__fr,name__pl,name__nl,name__es,name__nb,name__da,name__nn,wikipedia__fr,wikipedia__pl,wikipedia__ru,name__it,name__de,name__et,name__lt,name__ca,name__uk,name__id,wikipedia__ca,wikipedia__es,wikipedia__et,wikipedia__id,wikipedia__lt,wikipedia__uk,name__en_ca,name__en_gb,wikipedia__commons,wikipedia__de,wikipedia__enwikiquote,wikipedia__fiwikiquote,name__io,name__ar,name__hu,wikipedia__ar,wikipedia__hu,wikipedia__io,wikipedia__no,name__tr,wikipedia__tr,name__sco,wikipedia__sco,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__eo,name__cs,name__fa,name__bg,name__zh,name__sk,wikipedia__bg,wikipedia__cs,wikipedia__da,wikipedia__eo,wikipedia__fa,wikipedia__it,wikipedia__pt,wikipedia__sk,wikipedia__zh,name__lv,wikipedia__lv,name__lb,name__he,name__ko,name__yo,name__ja,name__el,name__vi,name__sr,name__se,name__cy,name__os,name__be,name__pt_br,name__is,name__lmo,name__oc,name__la,wikipedia__be,wikipedia__cy,wikipedia__el,wikipedia__he,wikipedia__is,wikipedia__ja,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__lmo,wikipedia__nl,wikipedia__os,wikipedia__plwikiquote,wikipedia__se,wikipedia__simple,wikipedia__sr,wikipedia__vi,wikipedia__yo,name__nan,name__eu,name__ie,name__ms,name__gl,name__sw,name__sh,name__sr_el,name__sr_ec,name__vep,name__nds,name__az,wikipedia__az,wikipedia__eu,wikipedia__gl,wikipedia__ie,wikipedia__ms,wikipedia__nds,wikipedia__oc,wikipedia__sh,wikipedia__sw,wikipedia__vep,wikipedia__zh_min_nan,name__hy,name__sl,name__hr,wikipedia__hr,wikipedia__hy,wikipedia__sl,name__ro,wikipedia__nn,wikipedia__ro,name__uz,name__de_ch,wikipedia__itwikiquote,wikipedia__uz,name__so,wikipedia__so,name__mg,wikipedia__mg,name__arz,name__ga,name__be_tarask,wikipedia__arz,wikipedia__be_x_old,wikipedia__ga,name__br,name__th,name__ilo,name__fo,name__ka,name__mr,wikipedia__br,wikipedia__fo,wikipedia__ilo,wikipedia__ka,wikipedia__mr,wikipedia__th,wikipedia__ukwikiquote,name__fy,wikipedia__fy,name__gsw
Q4349014,Anu Vehviläinen,Anu Vehviläinen,Anu Vehviläinen,Anu Vehviläinen,Anu Vehviläinen,Anu Vehviläinen,Anu Vehviläinen,https://upload.wikimedia.org/wikipedia/commons/e/e6/Anu_Vehviläinen_2007.jpg,female,1963-09-09,/m/064lzfz,Anu,,,,,,,,,,,,,,,,,,,,,,,Anu Vehviläinen,Anu Vehviläinen,Anu Vehviläinen,Anu Vehviläinen,,,,Anu Vehviläinen,Anu Vehviläinen,,,Anu Vehviläinen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2868553,Astrid Thors,Astrid Thors,Astrid Thors,Astrid Thors,Astrid Thors,Astrid Thors,Astrid Thors,https://upload.wikimedia.org/wikipedia/commons/d/dc/Astridthors2.jpg,female,1957-11-06,/m/02qmx9h,Astrid,,,,,2305,,,,,,,,,,,,,,,,,"Турс, Астрид",Astrid Thors,Astrid Thors,Astrid Thors,,Astrid Thors,Astrid Thors,Astrid Thors,Astrid Thors,Astrid Thors,"Турс, Астрид",Astrid Thors,Astrid Thors,Astrid Thors,,,,,,,Astrid Thors,,,,,,,,,,,,,,,,,,,Astrid Thors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astrid Thors,,Astrid Thors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q58121,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,https://upload.wikimedia.org/wikipedia/commons/1/10/Erkki_Tuomioja_2007.jpg,male,1946-07-01,/m/01k2pp,Erkki,,0000 0001 0654 8892,71454182,n80060650,,136320449,12289694f,,,,,,,,,,00000024495,,,,,"Туомиоя, Эркки",Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,"Туомиоя, Эркки",Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,,Erkki Tuomioja,Ерккі Туоміоя,Erkki Tuomioja,,,Erkki Tuomioja,Erkki Tuomioja,,Ерккі Туоміоя,,,,Erkki Tuomioja,,,,إركي تووميويا,,إركي تووميويا,,,,Erkki Tuomioja,Erkki Tuomioja,Erkki Tuomioja,,,,,,,,Erkki Tuomioja,Erkki Tuomioja,,,,埃尔基·图奥米奥亚,,,,Erkki Tuomioja,Erkki Tuomioja,,Erkki Tuomioja,Erkki Tuomioja,,埃尔基·图奥米奥亚,,,,,,,,,,,,,,,,,,Erkki Tuomioja,Erkki Tuomioja,,,,,,,,Erkki Tuomioja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5389693,Erkki Virtanen,Erkki Virtanen,Erkki Virtanen,,,Erkki Virtanen,Erkki Virtanen,,male,1952-08-15,,Erkki,,,,,,,,,,,,,,,,,,,,,,,Erkki Virtanen,,,,,,,,,,,Erkki Virtanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2983767,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,https://upload.wikimedia.org/wikipedia/commons/d/d7/Henna_Virkkunen.jpg,female,1972-06-04,/m/0k96pms,Henna,http://www.hennavirkkunen.fi,,,,124726,,,,,,,,,,,,,,,,,Хенна Вирккунен,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,Henna Virkkunen,"Вирккунен, Хенна",,Henna Virkkunen,Henna Virkkunen,,,,,,,Henna Virkkunen,,,,,,,Henna Virkkunen,,Henna Virkkunen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q32219,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,https://upload.wikimedia.org/wikipedia/commons/2/2c/Jan_Vapaavuori.jpg,male,1965-04-03,/m/05f6tzg,Jan,,,,,,,,,,,,,,,,,,,,,,Ян Вапаавуори,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,Jan Vapaavuori,"Вапаавуори, Ян",Jan Vapaavuori,Jan Vapaavuori,,,Jan Vapaavuori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan Vapaavuori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q3267077,Jani Toivola,Jani Toivola,Jani Toivola,Jani Toivola,Jani Toivola,Jani Toivola,Jani Toivola,https://upload.wikimedia.org/wikipedia/commons/6/63/Jani_Toivola.jpg,male,1977-11-27,/m/027vmn5,Jani,,,,,,,,nm2045270,,,,,,,,,,,,,,,Jani Toivola,,Jani Toivola,Jani Toivola,,,,Jani Toivola,,,,Jani Toivola,Jani Toivola,,,,,,,Jani Toivola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ヤニ・トイヴォラ,,,,,,,,,,,,,,,,,,ヤニ・トイヴォラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q1711532,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,https://upload.wikimedia.org/wikipedia/commons/a/a0/Juha_Sipilä.jpg,male,1961-04-25,/m/0j_59yj,Juha,http://www.juhasi.fi/,,,,,,,,,,,,,,,,,juhasipila,juhasi.fi,,,Юха Сипиля,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,,Juha Sipilä,Juha Sipilä,"Сипиля, Юха",Juha Sipilä,Juha Sipilä,Juha Sipilä,,,Юха Сіпіля,Juha Sipilä,,Juha Sipilä,Juha Sipilä,Juha Sipilä,,Юха Сіпіля,,,Category:Juha Sipilä,Juha Sipilä,,,,,Juha Sipilä,,Juha Sipilä,,Juha Sipilä,Juha Sipilä,Juha Sipilä,Juha Sipilä,,,,,,,,Juha Sipilä,,Juha Sipilä,,,,,,Juha Sipilä,Juha Sipilä,,,Juha Sipilä,Juha Sipilä,,,Juha Sipile,Juha Sipile,,יוהה סיפילה,유하 시필레,,ユハ・シピラ,Γιούχα Σίπιλα,,,,,,,,,,,Juha Sipilä,,,Γιούχα Σίπιλα,יוהה סיפילה,,ユハ・シピラ,유하 시필레,Juha Sipilä,,,Juha Sipilä,,,,,,,,,,Juha Sipilä,,,,,,,,,,,,,Juha Sipilä,,,,,,,,,,,,,,,,,,,Juha Sipilä,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q241376,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,https://upload.wikimedia.org/wikipedia/commons/3/36/Jutta_Urpilainen_A4.jpeg,female,1975-08-04,/m/047bp_n,Jutta,,,252833045,,,,,,,,,,,,,,,,,,,"Урпилайнен, Ютта",Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,"Урпилайнен, Ютта",Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,,,Ютта Урпілайнен,Jutta Urpilainen,,Jutta Urpilainen,Jutta Urpilainen,Jutta Urpilainen,,Ютта Урпілайнен,,,,Jutta Urpilainen,,,,يوتا أوربيلاينن,,يوتا أوربيلاينن,,,,,,Jutta Urpilainen,,,,,,,,Jutta Urpilainen,,,,,尤塔·乌尔皮莱宁,,,,,,,Jutta Urpilainen,Jutta Urpilainen,,尤塔·乌尔皮莱宁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jutta Urpilainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6348813,Kaj Turunen,Kaj Turunen,Kaj Turunen,,,Kaj Turunen,Kaj Turunen,,male,1960-12-27,,Kaj,,,,,,,,,,,,,,,,,,,,,,,Kaj Turunen,,,,,,,,,,,Kaj Turunen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6370431,Kari Uotila,Kari Uotila,Kari Uotila,,,Kari Uotila,Kari Uotila,,male,1955-01-04,,Kari,,,304673939,,,,,,,,,,,,,,,,,,,,Kari Uotila,,,,,,,,,,,Kari Uotila,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11870525,Kauko Tuupainen,Kauko Tuupainen,Kauko Tuupainen,,,Kauko Tuupainen,Kauko Tuupainen,,male,1940-05-08,,Kauko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kauko Tuupainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q964549,Kimmo Tiilikainen,Kimmo Tiilikainen,Kimmo Tiilikainen,Kimmo Tiilikainen,Kimmo Tiilikainen,Kimmo Tiilikainen,Kimmo Tiilikainen,https://upload.wikimedia.org/wikipedia/commons/d/d2/Kimmo_Tiilikainen.jpg,male,1966-08-17,/m/0hzq64d,Kimmo,,,,,,,,,,,,,,,,,,,,,,,Kimmo Tiilikainen,Kimmo Tiilikainen,Kimmo Tiilikainen,Kimmo Tiilikainen,,,,Kimmo Tiilikainen,Kimmo Tiilikainen,,,Kimmo Tiilikainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11875437,Lenita Toivakka,Lenita Toivakka,Lenita Toivakka,Lenita Toivakka,Lenita Toivakka,Lenita Toivakka,Lenita Toivakka,https://upload.wikimedia.org/wikipedia/commons/2/27/Lenita_Toivakka-26.jpg,female,1961-09-28,,Lenita,,,,,,,,,,,,,,,,,,,,,,,Lenita Toivakka,Lenita Toivakka,Lenita Toivakka,,,,,Lenita Toivakka,Lenita Toivakka,,Lenita Toivakka,Lenita Toivakka,,,,,,,,,,,,,,Category:Lenita Toivakka,,,,,,,,,,,,,Lenita Toivakka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lenita Toivakka,,,,,,,,Lenita Toivakka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2028304,Oras Tynkkynen,Oras Tynkkynen,Oras Tynkkynen,Oras Tynkkynen,Oras Tynkkynen,Oras Tynkkynen,Oras Tynkkynen,https://upload.wikimedia.org/wikipedia/commons/6/68/Oras_Tynkkynen_on_climate_change.jpg,male,1977-09-22,/m/046bf5,,,,,,,,,,,,,,,,,,,,,,,"Тюнккюнен, Орас",Oras Tynkkynen,,Oras Tynkkynen,Oras Tynkkynen,Oras Tynkkynen,Oras Tynkkynen,Oras Tynkkynen,Oras Tynkkynen,,"Тюнккюнен, Орас",,Oras Tynkkynen,,,,,,,,,,,,,,,Oras Tynkkynen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オラス・テュンッキュネン,,,,,,,,,,,,,,,,,,オラス・テュンッキュネン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q958047,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,https://upload.wikimedia.org/wikipedia/commons/6/66/Osmo_Soininvaara.jpg,male,1951-09-02,/m/030n05,Osmo,,,72691318,,,,,,,,,,,,,,,,,,,,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,Osmo Soininvaara,,,Osmo Soininvaara,,,,,,,Osmo Soininvaara,,,,,,,,Osmo Soininvaara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q11887901,Pia Viitanen,Pia Viitanen,Pia Viitanen,Pia Viitanen,Pia Viitanen,Pia Viitanen,Pia Viitanen,https://upload.wikimedia.org/wikipedia/commons/8/82/Pia_Viitanen_21-4-2010.jpg,female,1967-04-07,,Pia,,,,,,,,,,,,,,,,,,,,,,"Вийтанен, Пиа",Pia Viitanen,Pia Viitanen,Pia Viitanen,,,,,Pia Viitanen,Pia Viitanen,"Вийтанен, Пиа",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7310134,Reijo Tossavainen,Reijo Tossavainen,Reijo Tossavainen,,,Reijo Tossavainen,Reijo Tossavainen,,male,1948-11-13,,Reijo,,,,,,,,,,,,,,,,,,,,,,,Reijo Tossavainen,,,,,,,,,,,Reijo Tossavainen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6304972,Sari Sarkomaa,Sari Sarkomaa,Sari Sarkomaa,,,Sari Sarkomaa,Sari Sarkomaa,https://upload.wikimedia.org/wikipedia/commons/d/d5/Sari_Sarkomaa.jpg,female,1965-09-24,,Sari,,,,,,,,,,,,,,,,,,,,,,,Sari Sarkomaa,Sari Sarkomaa,Sari Sarkomaa,,,,,Sari Sarkomaa,Sari Sarkomaa,,,Sari Sarkomaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q765588,Tapani Tölli,Tapani Tölli,Tapani Tölli,Tapani Tölli,Tapani Tölli,Tapani Tölli,Tapani Tölli,,male,1951-06-13,/m/0cc8dm0,Tapani,,,,,,,,,,,,,,,,,,,,,,,Tapani Tölli,Tapani Tölli,Tapani Tölli,Tapani Tölli,,,,Tapani Tölli,Tapani Tölli,,,Tapani Tölli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q355463,Timo Soini,Timo Soini,Timo Soini,Timo Soini,Timo Soini,Timo Soini,Timo Soini,https://upload.wikimedia.org/wikipedia/commons/3/37/Timo_Soini.jpg,male,1962-05-30,/m/07z4vw,Timo,http://www.timosoini.fi/,,312787058,,96666,,,,,,,,,,,,,,,,,"Сойни, Тимо",Timo Soini,Timo Soini,Timo Soini,Timo Soini,Timo Soini,Timo Soini,Timo Soini,Timo Soini,Timo Soini,"Сойни, Тимо",Timo Soini,Timo Soini,Timo Soini,,,Тімо Сойні,Timo Soini,,Timo Soini,Timo Soini,Timo Soini,,Тімо Сойні,,,,Timo Soini,,,,تيمو سويني,,تيمو سويني,,,Timo Soini,,,,,,,,,,,Timo Soini,,,,,,,,,,,,Timo Soini,Timo Soini,,,,,,,,,ティモ・ソイニ,Τίμο Σόινι,,,,,,,,,,,Timo Soini,,,Τίμο Σόινι,,,ティモ・ソイニ,,Timo Soini,,,Timo Soini,,,,,,,,,,,,,,Timo Soini,,,,,,,,,,,,,Timo Soini,,,,,,,,,,Timo Soini,,Timo Soini,,,,,Timo Soini,Timo Soini,,,,,,,,,,,,,,,,,,,,,,,,
Q3736022,Veltto Virtanen,Veltto Virtanen,Veltto Virtanen,Veltto Virtanen,Veltto Virtanen,Veltto Virtanen,Veltto Virtanen,https://upload.wikimedia.org/wikipedia/commons/9/99/Veltto_Virtanen_2010.jpg,male,1951-05-18,/m/01vzvyh,,,,,,,,,nm1600115,401960ad-13a5-4b77-b1d5-23b254990faa,,,,358695,,,,,,,,,,Veltto Virtanen,,Veltto Virtanen,Veltto Virtanen,,,,,,,,Veltto Virtanen,Veltto Virtanen,,,,,,,Veltto Virtanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q6216432,Johanna Sumuvuori,Johanna Sumuvuori,Nanna Sumuvuori,,,Johanna Sumuvuori,Nanna Sumuvuori,,female,1976-11-08,,Johanna,,,,,,,,,,,,,,,,,,,,,,,Johanna Sumuvuori,,,,,,,,,,,Johanna Sumuvuori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q609682,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,,male,1947-01-08,/m/07n0sg,Antti,,,,,,,,,,,,,,,,,,,,,,,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,Antti Kalliomäki,,,Antti Kalliomäki,Antti Kalliomäki,,,,,,,Antti Kalliomäki,,,,,,,Antti Kalliomäki,,,,,,,,,,,,Antti Kalliomäki,,,,,,,,Antti Kalliomäki,,Antti Kalliomäki,,,,,,Antti Kalliomäki,,,,,Antti Kalliomäki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q2977831,Ben Zyskowicz,Ben Zyskowicz,Ben Zyskowicz,Ben Zyskowicz,Ben Zyskowicz,Ben Zyskowicz,Ben Zyskowicz,https://upload.wikimedia.org/wikipedia/commons/d/d4/Ben_Zyskowicz20110226.jpg,male,1954-05-24,/m/085zr9,Ben,,,,,,,,,,,,,,,,,,,,,,"Зыскович, Бен",Ben Zyskowicz,Ben Zyskowicz,Ben Zyskowicz,Ben Zyskowicz,Ben Zyskowicz,Ben Zyskowicz,Ben Zyskowicz,,Ben Zyskowicz,"Зыскович, Бен",,Ben Zyskowicz,Ben Zyskowicz,,,,Ben Zyskowicz,,,Ben Zyskowicz,Ben Zyskowicz,,,,,,,,,,,,,,,,,,Ben Zyskowicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q720756,Bjarne Kallis,Bjarne Kallis,Bjarne Kallis,Bjarne Kallis,Bjarne Kallis,Bjarne Kallis,Bjarne Kallis,https://upload.wikimedia.org/wikipedia/commons/6/65/Bjarne_Kallis_vid_Nordiska_Radets_session_i_Reykjavik_pa_Island._2010-11-03.jpg,male,1945-03-21,/m/095lfc,Bjarne,,,,,,,,,,,,,,,,,,,,,,,Bjarne Kallis,Bjarne Kallis,Bjarne Kallis,Bjarne Kallis,,,,,Bjarne Kallis,,,Bjarne Kallis,,,,,,,,,,,,,,,Bjarne Kallis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q983641,Claes Andersson,Claes Andersson,Claes Andersson,Claes Andersson,Claes Andersson,Claes Andersson,Claes Andersson,https://upload.wikimedia.org/wikipedia/commons/2/2d/Claes_Andersson_(vanst)_Finland.jpg,male,1937-05-30,/m/05sxkm4,Claes,,0000 0001 1046 4202,24616562,n79081273,,123433363,12030831j,nm0027653,b0e41f23-f339-4943-b82e-f2bb4e9be598,,,,292219,,028481038,,,,,,,,Claes Andersson,,Claes Andersson,Claes Andersson,Claes Andersson,Claes Andersson,Claes Andersson,,,,,Claes Andersson,Claes Andersson,,,,,,Claes Andersson,Claes Andersson,,,,,,,Claes Andersson,,,,,,,,,,Claes Andersson,Claes Andersson,Claes Andersson,Claes Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Claes Andersson,,,,,,,,,,,,Claes Andersson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4820217,Eero Akaan-Penttilä,Eero Akaan-Penttilä,Eero Akaan-Penttilä,Eero Akaan-Penttilä,,Eero Akaan-Penttilä,Eero Akaan-Penttilä,,male,1943-04-17,,Eero,,,,,,,,,,,,,,,,,,,,,,,Eero Akaan-Penttilä,,Eero Akaan-Penttilä,,Eero Akaan-Penttilä,Eero Akaan-Penttilä,Eero Akaan-Penttilä,,,,,,,,,,,,,,,,,Eero Akaan-Penttilä,Eero Akaan-Penttilä,,,,,,,,,,,,Eero Akaan-Penttilä,Eero Akaan-Penttilä,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4820242,Esko Ahonen,Esko Ahonen,Esko Ahonen,,,Esko Ahonen,Esko Ahonen,,male,1955-06-13,/m/05szpt4,Esko,,,310661432,,,,,,,,,,,,,,,,,,,,Esko Ahonen,,Esko Ahonen,,,,,,,,,Esko Ahonen,,,,,,,,,,,,,,,,,,,,,,,,,Esko Ahonen,Esko Ahonen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
