id,name,group,party_wikipedia,area,term,identifier__wikipedia_fo,source,name__fo,wikipedia__fo,name__da,wikipedia__da,name__en,wikipedia__en,gender,birth_date,given_name,image,identifier__freebase,death_date,identifier__viaf,identifier__gnd,identifier__lcauth,identifier__isni,identifier__bnf,website,name__hu,name__nb,name__de,wikipedia__hu,wikipedia__no,name__es,name__sv,name__pl,name__nl,name__fr,wikipedia__commons,wikipedia__de,wikipedia__es,wikipedia__pl,wikipedia__sv,name__is,name__nds,wikipedia__fr,wikipedia__is,name__eo,name__ru,name__fi,name__it,name__id,name__nn,name__cs,name__el,name__gv,name__zh,wikipedia__cs,wikipedia__el,wikipedia__eo,wikipedia__fi,wikipedia__gv,wikipedia__id,wikipedia__it,wikipedia__nl,wikipedia__nn,wikipedia__ru,wikipedia__zh,name__ja,wikipedia__ja,name__tr,name__os,name__sh,name__az,name__ca,name__lt,name__mg,wikipedia__az,wikipedia__ca,wikipedia__lt,wikipedia__mg,wikipedia__os,wikipedia__sh,wikipedia__tr,identifier__wikidata
marjus_dam,Marjus Dam,Sambandsflokkurin,Sambandsflokkurin,Vágar,2002,Marjus Dam,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Óli_breckmann,Óli Breckmann,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,2002,Óli Breckmann,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,,male,1948-03-30,,,,,,,,,,,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,Óli Breckmann,,,,,,,Óli Breckmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q293032
páll_á_reynatúgvu,Páll á Reynatúgvu,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Sandoy,2002,Páll á Reynatúgvu,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,male,1967-07-26,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Páll_á_Reynatúgvu_2012.jpg,/m/04ghrfc,,,,,,,,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,,,Páll á Reynatúgvu,Páll á Reynatúgvu,,Páll á Reynatúgvu,,,,,,,,,,,Páll á Reynatúgvu,,,,,,,,,,,,,Páll á Reynatúgvu,,,,,,,,,,,,,,,,,,,,,Q754851
tórbjørn_jacobsen,Tórbjørn Jacobsen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Eysturoy,2002,Tórbjørn Jacobsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,,male,1955-10-07,,https://upload.wikimedia.org/wikipedia/commons/4/41/Torbjorn_Jacobsen_01_cut.jpg,,,,,,,,,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Torbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,,,,,,,Torbjørn Jacobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q331736
vilhelm_johannesen,Vilhelm Johannesen,Javnaðarflokkurin,Javnaðarflokkurin,Norðoyar,2002,Vilhelm Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2002-2004,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,,,male,1942-08-04,Vilhelm,,,,173246720,,,,,,Vilhelm Johannesen,Vilhelm Johannesen,,Vilhelm Johannesen,Vilhelm Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1414299
alfred_olsen,Alfred Olsen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,2004,Alfred Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,,male,1947-03-30,Alfred,,,,,,,,,,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q644805
andrias_petersen,Andrias Petersen,Javnaðarflokkurin,Javnaðarflokkurin,Eysturoy,2004,Andrias Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Andrias Petersen,Andrias Petersen,Andrias Petersen,Andrias Petersen,Andrias Petersen,,male,1947-06-08,,,,,,,,,,,Andrias Petersen,Andrias Petersen,,Andrias Petersen,Andrias Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q768494
anfinn_kallsberg,Anfinn Kallsberg,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,2004,Anfinn Kallsberg,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,male,1947-11-19,,https://upload.wikimedia.org/wikipedia/commons/c/c0/Anfinn_Kallsberg.jpg,/m/077f65,,,,,,,,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,Anfinn Kallsberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q529900
annita_á_fríðriksmørk,Annita á Fríðriksmørk,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðurstreymoy,2004,Annita á Fríðriksmørk,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,,,female,1968-07-27,,,,,,,,,,,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,Annita á Fríðriksmørk,,,,,,,Annita á Fríðriksmørk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q466097
bárður_nielsen,Bárður Nielsen,Sambandsflokkurin,Sambandsflokkurin,Norðurstreymoy,2004,Bárður Nielsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Bárður Nielsen,Bárður Nielsen,Bárður Nielsen,Bárður Nielsen,,,male,1972-04-16,Bárður,https://upload.wikimedia.org/wikipedia/commons/e/ec/Bardur_Nielsen.jpg,,,,,,,,,Bárður Nielsen,Bárður Nielsen,,Bárður Nielsen,Bárður Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q853551
bill_justinussen,Bill Justinussen,Miðflokkurin,Miðflokkurin,Eysturoy,2004,Bill Justinussen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Bill Justinussen,Bill Justinussen,Bill Justinussen,Bill Justinussen,,,male,1963-08-27,Bill,,,,,,,,,,Bill Justinussen,Bill Justinussen,Bill Justinussen,Bill Justinussen,Bill Justinussen,,,,,,,Bill Justinussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q362474
bjarni_djurholm,Bjarni Djurholm,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,2004,Bjarni Djurholm,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,,male,1957-03-19,Bjarni,,,,,,,,,,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,Bjarni Djurholm,,Bjarni Djurholm,,Bjarni Djurholm,Bjarni Djurholm,,,,,Bjarni Djurholm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q738756
edmund_joensen,Edmund Joensen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,2004,Edmund Joensen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,male,1944-09-19,Edmund,https://upload.wikimedia.org/wikipedia/commons/6/63/Edmund_Joensen.JPG,/m/04n5gw7,,,,,,,,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Category:Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,Edmund Joensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q678236
finnur_helmsdal,Finnur Helmsdal,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðurstreymoy,2004,Finnur Helmsdal,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gerhard_lognberg,Gerhard Lognberg,Javnaðarflokkurin,Javnaðarflokkurin,Sandoy,2004,Gerhard Lognberg,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Gerhard Lognberg,Gerhard Lognberg,Gerhard Lognberg,Gerhard Lognberg,,,male,1950-11-01,Gerhard,,,,,,,,,,Gerhard Lognberg,Gerhard Lognberg,,Gerhard Lognberg,Gerhard Lognberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1009810
heðin_zachariasen,Heðin Zachariasen,Fólkaflokkurin,Fólkaflokkurin,Norðurstreymoy,2004,Heðin Zachariasen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Heðin Zachariasen,Heðin Zachariasen,Heðin Zachariasen,Heðin Zachariasen,,,male,1959-09-13,,,,,,,,,,,Heðin Zachariasen,Heðin Zachariasen,,Heðin Zachariasen,Heðin Zachariasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1036083
heidi_petersen,Heidi Petersen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Norðurstreymoy,2004,Heidi Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hergeir_nielsen,Hergeir Nielsen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðuroy,2004,Hergeir Nielsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Hergeir Nielsen,Hergeir Nielsen,Hergeir Nielsen,Hergeir Nielsen,,,male,1949-08-27,,,,,,,,,,,Hergeir Nielsen,Hergeir Nielsen,,Hergeir Nielsen,Hergeir Nielsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1035514
høgni_hoydal,Høgni Hoydal,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Suðurstreymoy,2004,Høgni Hoydal,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,male,1966-03-28,,https://upload.wikimedia.org/wikipedia/commons/9/93/Hogni_hoydal.jpg,/m/05t39z,,54326312,,,0000 0000 3619 7045,137465233,,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Category:Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,Høgni Hoydal,,Høgni Hoydal,Høgni Hoydal,,,,,,,,,,,,,,,,,,,,,,ヘグニ・ホイダル,ヘグニ・ホイダル,,,,,,,,,,,,,,,Q567780
jenis_av_rana,Jenis av Rana,Miðflokkurin,Miðflokkurin,Suðurstreymoy,2004,Jenis av Rana,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,male,1953-01-07,,https://upload.wikimedia.org/wikipedia/commons/c/c1/Jenis_av_Rana.jpg,,,,,,,,,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,,Jenis av Rana,,,Jenis av Rana,Category:Jenis av Rana,Jenis av Rana,,,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,Jenis av Rana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q254129
jóannes_eidesgaard,Jóannes Eidesgaard,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,2004,Jóannes Eidesgaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,male,1951-04-19,,https://upload.wikimedia.org/wikipedia/commons/0/0a/Joannes_Eidesgaard_in_Gjogv.jpg,/m/037lqt,,,,,,,,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Йоуаннес Айдесгорд,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Γιόανες Άιντεσγκααρτ,Jóannes Eidesgaard,约安内斯·埃德斯加德,Jóannes Eidesgaard,Γιόανες Άιντεσγκααρτ,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,Jóannes Eidesgaard,"Айдесгорд, Йоуаннес",约安内斯·埃德斯加德,,,,,,,,,,,,,,,,,Q331931
johan_dahl,Johan Dahl,Sambandsflokkurin,Sambandsflokkurin,Suðuroy,2004,Johan Dahl,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Johan Dahl,Johan Dahl,Johan Dahl,Johan Dahl,,,male,1959-09-19,Johan,https://upload.wikimedia.org/wikipedia/commons/1/16/Johan_Dahl.jpg,,,,,,,,,Johan Dahl,Johan Dahl,,Johan Dahl,Johan Dahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1100947
john_johannessen,John Johannessen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,2004,John Johannessen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,John Johannessen,John Johannessen,John Johannessen,John Johannessen,John Johannessen,,male,1977-10-07,John,,,,,,,,,,John Johannessen,John Johannessen,John Johannessen,John Johannessen,John Johannessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1101298
jógvan_við_keldu,Jógvan við Keldu,Fólkaflokkurin,Fólkaflokkurin,Norðoyar,2004,Jógvan við Keldu,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,,male,1944-01-30,Jógvan,https://upload.wikimedia.org/wikipedia/commons/d/d2/Jogvan_vid_keldu.jpg,,,,,,,,,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,Jógvan við Keldu,,Jógvan við Keldu,,Jógvan við Keldu,,,Jógvan við Keldu,,,Jógvan við Keldu,,,,,,,,,,Jógvan við Keldu,,,,,,,,,,,,,Jógvan við Keldu,,,,,,,,,,,,,,,,,,,Q932270
jørgen_niclasen,Jørgen Niclasen,Fólkaflokkurin,Fólkaflokkurin,Vágar,2004,Jørgen Niclasen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,male,1969-01-17,Jørgen,https://upload.wikimedia.org/wikipedia/commons/9/9b/Jorgen_Niclasen_(2).jpg,/m/043ry58,,,,,,,,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,Jørgen Niclasen,Jørgen Niclasen,,Jørgen Niclasen,,Jørgen Niclasen,,,,,,,,,,,,,,,,,,,,,,,,,,,ヨルゲン・ニクラセン,ヨルゲン・ニクラセン,,,,,,,,,,,,,,,Q903946
kaj_leo_johannesen,Kaj Leo Johannesen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,2004,Kaj Leo Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
karsten_hansen,Karsten Hansen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Norðoyar,2004,Karsten Hansen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Karsten Hansen,Karsten Hansen,Karsten Hansen,Karsten Hansen,Karsten Hansen,,male,1944-08-18,Karsten,,,,,,,,,,Karsten Hansen,Karsten Hansen,Karsten Hansen,Karsten Hansen,Karsten Hansen,,,,,Karsten Hansen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q657419
jógvan_á_lakjuni,Jógvan á Lakjuni,Fólkaflokkurin,Fólkaflokkurin,Eysturoy,2004,Jógvan á Lakjuni,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,male,1952-11-13,Jógvan,https://upload.wikimedia.org/wikipedia/commons/5/57/Jogvan_a_Lakjuni_2.jpeg,,,,,,,,,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,Jógvan á Lakjuni,,Jógvan á Lakjuni,,Jógvan á Lakjuni,Jógvan á Lakjuni,,Jógvan á Lakjuni,,,Jógvan á Lakjuni,Jógvan á Lakjuni,,,Jógvan á Lakjuni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q932304
kári_p._højgaard,Kári P. Højgaard,Sjálvstýrisflokkurin,Sjálvstýrisflokkurin,Eysturoy,2004,Kári P. Højgaard,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,male,1951-07-21,,https://upload.wikimedia.org/wikipedia/commons/8/88/Kari_P_Hojgaard.jpg,/m/02q_qv7,,,,,,,,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,Kári P. Højgaard,,Kári P. Højgaard,Kári P. Højgaard,Category:Kári P. Højgaard,Kári P. Højgaard,,,Kári P. Højgaard,,,,,,,,,,,Kári P. Højgaard,,,,Kári P. Højgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1062961
kristian_magnussen,Kristian Magnussen,Javnaðarflokkurin,Javnaðarflokkurin,Suðurstreymoy,2004,Kristian Magnussen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Kristian Magnussen,Kristian Magnussen,Kristian Magnussen,Kristian Magnussen,,,male,1956-02-22,Kristian,,,,,,,,,,Kristian Magnussen,Kristian Magnussen,,Kristian Magnussen,Kristian Magnussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1121072
lisbeth_l._petersen,Lisbeth L. Petersen,Sambandsflokkurin,Sambandsflokkurin,Suðurstreymoy,2004,Lisbeth L. Petersen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth Petersen,Lisbeth Petersen,Lisbeth Petersen,,female,1939-02-28,Lisbeth,,,,43664080,,,,,,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,Lisbeth L. Petersen,,Lisbeth Beate Lindenskov Petersen,,,Lisbeth Petersen,,Lisbeth L. Petersen,,,Lisbeth Beate Lindenskov Petersen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q544116
marjus_dam,Marjus Dam,Sambandsflokkurin,Sambandsflokkurin,Vágar,2004,Marjus Dam,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
páll_á_reynatúgvu,Páll á Reynatúgvu,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Sandoy,2004,Páll á Reynatúgvu,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,male,1967-07-26,,https://upload.wikimedia.org/wikipedia/commons/d/d9/Páll_á_Reynatúgvu_2012.jpg,/m/04ghrfc,,,,,,,,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,Páll á Reynatúgvu,,,Páll á Reynatúgvu,Páll á Reynatúgvu,,Páll á Reynatúgvu,,,,,,,,,,,Páll á Reynatúgvu,,,,,,,,,,,,,Páll á Reynatúgvu,,,,,,,,,,,,,,,,,,,,,Q754851
poul_michelsen,Poul Michelsen,Fólkaflokkurin,Fólkaflokkurin,Suðurstreymoy,2004,Poul Michelsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,male,1944-07-22,Poul,https://upload.wikimedia.org/wikipedia/commons/6/6e/PoulMichelsen-wcm-2.PNG,,,,,,,,,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,Poul Michelsen,,,,,,Category:Poul Michelsen,Poul Michelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1416571
sverre_midjord,Sverre Midjord,Javnaðarflokkurin,Javnaðarflokkurin,Suðuroy,2004,Sverre Midjord,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Sverre Midjord,Sverre Midjord,Sverre Midjord,Sverre Midjord,,,male,1933-04-02,,,,,,,,,,,Sverre Midjord,Sverre Midjord,,Sverre Midjord,Sverre Midjord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q975188
tórbjørn_jacobsen,Tórbjørn Jacobsen,Tjóðveldisflokkurin,Tjóðveldisflokkurin,Eysturoy,2004,Tórbjørn Jacobsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,,male,1955-10-07,,https://upload.wikimedia.org/wikipedia/commons/4/41/Torbjorn_Jacobsen_01_cut.jpg,,,,,,,,,Tórbjørn Jacobsen,Tórbjørn Jacobsen,Torbjørn Jacobsen,Tórbjørn Jacobsen,Tórbjørn Jacobsen,,,,,,,Torbjørn Jacobsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q331736
vilhelm_johannesen,Vilhelm Johannesen,Javnaðarflokkurin,Javnaðarflokkurin,Norðoyar,2004,Vilhelm Johannesen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2004-2008,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,Vilhelm Johannesen,,,male,1942-08-04,Vilhelm,,,,173246720,,,,,,Vilhelm Johannesen,Vilhelm Johannesen,,Vilhelm Johannesen,Vilhelm Johannesen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1414299
alfred_olsen,Alfred Olsen,Sambandsflokkurin,Sambandsflokkurin,Eysturoy,2008,Alfred Olsen,https://fo.wikipedia.org/wiki/L%C3%B8gtingslimir_%C3%AD_F%C3%B8royum_2008%E2%80%932011,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,,male,1947-03-30,Alfred,,,,,,,,,,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,Alfred Olsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q644805
