id,name,constituency,photo,party_id,house,aph_id,full_name,electorate,party,profile_page,contact_page,photo_url,email,facebook,twitter,website
M2X,Mr Wyatt Roy MP,"Longman, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M2X/upload_ref_binary/m2x.jpg,liberal_party_of_australia,representatives,M2X,Mr Wyatt Roy MP,"Longman, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M2X,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M2X,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M2X/upload_ref_binary/m2x.jpg,,https://facebook.com/wyatt.roy.mp,http://twitter.com/Wyatt_MP,http://www.wyattroy.com.au/
0J4,Hon Philip Ruddock MP,"Berowra, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/0J4/upload_ref_binary/0J4.jpg,liberal_party_of_australia,representatives,0J4,Hon Philip Ruddock MP,"Berowra, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=0J4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=0J4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/0J4/upload_ref_binary/0J4.jpg,,,https://twitter.com/philipruddockmp,http://philipruddock.com/
249224,Ms Joanne Ryan MP,"Lalor, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249224/upload_ref_binary/249224.jpg,australian_labor_party,representatives,249224,Ms Joanne Ryan MP,"Lalor, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249224,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=249224,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249224/upload_ref_binary/249224.jpg,,https://www.facebook.com/JoanneRyanLalor,https://twitter.com/JoanneRyanLalor,http://www.joanneryan.com.au/
YT4,Hon Bruce Scott MP,"Maranoa, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/YT4/upload_ref_binary/YT4.JPG,the_nationals,representatives,YT4,Hon Bruce Scott MP,"Maranoa, Queensland",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=YT4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=YT4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/YT4/upload_ref_binary/YT4.JPG,Bruce.Scott.MP@aph.gov.au,,,http://www.maranoa.info
165476,Ms Fiona Scott MP,"Lindsay, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/165476/upload_ref_binary/165476.jpg,liberal_party_of_australia,representatives,165476,Ms Fiona Scott MP,"Lindsay, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=165476,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=165476,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/165476/upload_ref_binary/165476.jpg,,https://www.facebook.com/liberalforlindsay,,https://www.nsw.liberal.org.au/fiona-scott
00ATG,Hon Bill Shorten MP,"Maribyrnong, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00ATG/upload_ref_binary/00ATG.jpg,australian_labor_party,representatives,00ATG,Hon Bill Shorten MP,"Maribyrnong, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00ATG,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00ATG,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00ATG/upload_ref_binary/00ATG.jpg,,http://www.facebook.com/BillShorten,http://twitter.com/billshortenmp,http://www.billshorten.com.au/
HWE,Mr Luke Simpkins MP,"Cowan, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWE/upload_ref_binary/HWE.jpg,liberal_party_of_australia,representatives,HWE,Mr Luke Simpkins MP,"Cowan, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWE,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWE,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWE/upload_ref_binary/HWE.jpg,,http://www.facebook.com/profile.php?id=1588540248,,http://www.lukesimpkinsmp.com/
00APG,The Hon Tony Smith MP,"Casey, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00APG/upload_ref_binary/00APG.JPG,liberal_party_of_australia,representatives,00APG,The Hon Tony Smith MP,"Casey, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00APG,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00APG,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00APG/upload_ref_binary/00APG.JPG,Tony.Smith.MP@aph.gov.au,https://www.facebook.com/tonysmithmp,http://twitter.com/TonySmithMP,http://www.tonysmithmp.com/
IJ4,Hon Warren Snowdon MP,"Lingiari, Northern Territory",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/IJ4/upload_ref_binary/IJ4.jpg,australian_labor_party,representatives,IJ4,Hon Warren Snowdon MP,"Lingiari, Northern Territory",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=IJ4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=IJ4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/IJ4/upload_ref_binary/IJ4.jpg,Warren.Snowdon.MP@aph.gov.au,http://www.facebook.com/snowdonmp,,http://www.warrensnowdon.com
TK6,Dr Andrew Southcott MP,"Boothby, South Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/TK6/upload_ref_binary/TK6.JPG,liberal_party_of_australia,representatives,TK6,Dr Andrew Southcott MP,"Boothby, South Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=TK6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=TK6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/TK6/upload_ref_binary/TK6.JPG,Andrew.Southcott.MP@aph.gov.au,http://www.facebook.com/people/Andrew-Southcott/564332755,https://www.facebook.com/AndrewSouthcottMP,http://www.andrewsouthcott.com/
EM6,Hon Sharman Stone MP,"Murray, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/EM6/upload_ref_binary/EM6.JPG,liberal_party_of_australia,representatives,EM6,Hon Sharman Stone MP,"Murray, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=EM6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=EM6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/EM6/upload_ref_binary/EM6.JPG,,http://www.facebook.com/profile.php?id=618520734,http://twitter.com/SharmanStone,http://www.sharmanstone.com/
241586,Mrs Ann Sudmalis MP,"Gilmore, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241586/upload_ref_binary/241586.jpg,liberal_party_of_australia,representatives,241586,Mrs Ann Sudmalis MP,"Gilmore, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241586,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=241586,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241586/upload_ref_binary/241586.jpg,Ann.Sudmalis.MP@aph.gov.au,https://www.facebook.com/AnnSudmalisMP,,http://www.annsudmalismp.com.au/
242515,Mr Michael Sukkar MP,"Deakin, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/242515/upload_ref_binary/242515.jpg,liberal_party_of_australia,representatives,242515,Mr Michael Sukkar MP,"Deakin, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=242515,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=242515,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/242515/upload_ref_binary/242515.jpg,,https://www.facebook.com/Michael.Sukkar.MP,,http://michaelsukkar.com.au/
2V5,Hon Wayne Swan MP,"Lilley, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/2V5/upload_ref_binary/2V5.jpg,australian_labor_party,representatives,2V5,Hon Wayne Swan MP,"Lilley, Queensland",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=2V5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=2V5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/2V5/upload_ref_binary/2V5.jpg,,http://www.facebook.com/Wayne.Swan.MP,https://twitter.com/SwannyQLD,http://www.swanmp.org
231027,Mr Angus Taylor MP,"Hume, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/231027/upload_ref_binary/231027.jpg,liberal_party_of_australia,representatives,231027,Mr Angus Taylor MP,"Hume, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=231027,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=231027,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/231027/upload_ref_binary/231027.jpg,,https://www.facebook.com/Angustaylor4hume,https://twitter.com/angustaylormp,http://www.angustaylor.com.au/
210911,Mr Dan Tehan MP,"Wannon, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/210911/upload_ref_binary/210911.jpg,liberal_party_of_australia,representatives,210911,Mr Dan Tehan MP,"Wannon, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=210911,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=210911,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/210911/upload_ref_binary/210911.jpg,,https://www.facebook.com/pages/Dan-Tehan-MP/307339209323908,http://twitter.com/DanTehanWannon,http://www.dantehan.com.au/
182468,Hon Matt Thistlethwaite MP,"Kingsford Smith, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/182468/upload_ref_binary/182468.jpg,australian_labor_party,representatives,182468,Hon Matt Thistlethwaite MP,"Kingsford Smith, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=182468,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=182468,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/182468/upload_ref_binary/182468.jpg,,https://www.facebook.com/ThistlethwaiteM,https://twitter.com/MThistlethwaite,http://www.mattthistlethwaite.com.au/
UK6,Hon Kelvin Thomson MP,"Wills, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/UK6/upload_ref_binary/UK6.jpg,australian_labor_party,representatives,UK6,Hon Kelvin Thomson MP,"Wills, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=UK6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=UK6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/UK6/upload_ref_binary/UK6.jpg,Kelvin.Thomson.MP@aph.gov.au,http://www.facebook.com/profile.php?id=634701493,http://twitter.com/KelvinThomsonMP,http://www.kelvinthomson.com.au/
GT4,Hon Warren Truss MP,"Wide Bay, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/GT4/upload_ref_binary/GT4.JPG,the_nationals,representatives,GT4,Hon Warren Truss MP,"Wide Bay, Queensland",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=GT4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=GT4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/GT4/upload_ref_binary/GT4.JPG,,https://www.facebook.com/warrentrussmp,https://twitter.com/warrentrussmp,http://www.warrentruss.com
M2Y,Hon Alan Tudge MP,"Aston, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M2Y/upload_ref_binary/m2y.jpg,liberal_party_of_australia,representatives,M2Y,Hon Alan Tudge MP,"Aston, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M2Y,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M2Y,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M2Y/upload_ref_binary/m2y.jpg,,http://www.facebook.com/alantudgemp,http://twitter.com/AlanTudgeMP,http://www.alantudge.com.au/
885,Hon Malcolm Turnbull MP,"Wentworth, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/885/upload_ref_binary/885.JPG,liberal_party_of_australia,representatives,885,Hon Malcolm Turnbull MP,"Wentworth, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=885,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=885,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/885/upload_ref_binary/885.JPG,Malcolm.Turnbull.MP@aph.gov.au,http://www.facebook.com/pages/Malcolm-Turnbull/53772921578,http://twitter.com/TurnbullMalcolm,http://www.malcolmturnbull.com.au/
00AMT,Ms Maria Vamvakinou MP,"Calwell, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMT/upload_ref_binary/00AMT.jpg,australian_labor_party,representatives,00AMT,Ms Maria Vamvakinou MP,"Calwell, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AMT,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AMT,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AMT/upload_ref_binary/00AMT.jpg,Maria.Vamvakinou.MP@aph.gov.au,http://en-gb.facebook.com/people/Maria-Vamvakinou-Mp/100000798112750,http://twitter.com/MariaVamvakinou,http://www.mariavamvakinou.com
188315,Mr Bert van Manen MP,"Forde, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/188315/upload_ref_binary/188315.jpg,liberal_party_of_australia,representatives,188315,Mr Bert van Manen MP,"Forde, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=188315,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=188315,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/188315/upload_ref_binary/188315.jpg,,,http://twitter.com/bertvanmanen/,http://www.bertvanmanen.com.au/
250077,Mr Nickolas Varvaris MP,"Barton, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250077/upload_ref_binary/250077.jpg,liberal_party_of_australia,representatives,250077,Mr Nickolas Varvaris MP,"Barton, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=250077,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=250077,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/250077/upload_ref_binary/250077.jpg,,https://www.facebook.com/nickvarvaris4barton,,http://www.nickvarvaris.com.au
E0D,Mr Ross Vasta MP,"Bonner, Queensland",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0D/upload_ref_binary/E0D.JPG,liberal_party_of_australia,representatives,E0D,Mr Ross Vasta MP,"Bonner, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E0D,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E0D,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0D/upload_ref_binary/E0D.JPG,,http://www.facebook.com/pages/Ross-Vasta/299861623376616,,http://www.rossvasta.com.au/
193430,Mr Tim Watts MP,"Gellibrand, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/193430/upload_ref_binary/193430.jpg,australian_labor_party,representatives,193430,Mr Tim Watts MP,"Gellibrand, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=193430,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=193430,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/193430/upload_ref_binary/193430.jpg,,https://www.facebook.com/TimWattsGellibrand,https://twitter.com/TimWattsMP,http://www.timwatts.net.au/
207800,Mr Brett Whiteley MP,"Braddon, Tasmania",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/207800/upload_ref_binary/207800.jpg,liberal_party_of_australia,representatives,207800,Mr Brett Whiteley MP,"Braddon, Tasmania",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=207800,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=207800,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/207800/upload_ref_binary/207800.jpg,,https://www.facebook.com/brettwhiteley.braddon,https://twitter.com/brettwhiteleymp,http://www.brettwhiteleymp.com.au/
241590,Mrs Lucy Wicks MP,"Robertson, New South Wales",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241590/upload_ref_binary/241590.jpg,liberal_party_of_australia,representatives,241590,Mrs Lucy Wicks MP,"Robertson, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241590,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=241590,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241590/upload_ref_binary/241590.jpg,,https://www.facebook.com/LucyWicksMP,https://twitter.com/LucyWicksMP,http://www.lucywicks.com.au
C2T,Mr Andrew Wilkie MP,"Denison, Tasmania",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/C2T/upload_ref_binary/c2t.jpg,independent,representatives,C2T,Mr Andrew Wilkie MP,"Denison, Tasmania",Independent,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=C2T,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=C2T,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/C2T/upload_ref_binary/c2t.jpg,,http://www.facebook.com/andrewwilkiemp,http://twitter.com/WilkieMP,http://www.andrewwilkie.org/content/index.php/aw/home/
249758,Mr Matt Williams MP,"Hindmarsh, South Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249758/upload_ref_binary/249758.jpg,liberal_party_of_australia,representatives,249758,Mr Matt Williams MP,"Hindmarsh, South Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249758,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=249758,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249758/upload_ref_binary/249758.jpg,,https://www.facebook.com/matt.williamsmp,,http://mattwilliamsmp.com.au
198084,Mr Rick Wilson MP,"O'Connor, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/198084/upload_ref_binary/198084.jpg,liberal_party_of_australia,representatives,198084,Mr Rick Wilson MP,"O'Connor, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=198084,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=198084,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/198084/upload_ref_binary/198084.jpg,,https://www.facebook.com/RickWilsonMP,https://twitter.com/RickWilsonMP,http://www.rickwilson.com.au
E0F,Mr Jason Wood MP,"La Trobe, Victoria",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0F/upload_ref_binary/E0F.JPG,liberal_party_of_australia,representatives,E0F,Mr Jason Wood MP,"La Trobe, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=E0F,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=E0F,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E0F/upload_ref_binary/E0F.JPG,,https://www.facebook.com/JasonWood.updates,https://twitter.com/JasonWood_MP,http://www.JasonWood.com.au
M3A,"Mr Ken Wyatt AM, MP","Hasluck, Western Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M3A/upload_ref_binary/m3a.jpg,liberal_party_of_australia,representatives,M3A,"Mr Ken Wyatt AM, MP","Hasluck, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3A,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M3A,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/M3A/upload_ref_binary/m3a.jpg,,,http://twitter.com/KenWyattMP,http://www.kenwyatt.com.au/
HWB,Mr Tony Zappia MP,"Makin, South Australia",http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWB/upload_ref_binary/HWB.JPG,australian_labor_party,representatives,HWB,Mr Tony Zappia MP,"Makin, South Australia",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWB,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWB,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWB/upload_ref_binary/HWB.JPG,Tony.Zappia.MP@aph.gov.au,,,
N26,Senator the Hon Eric Abetz,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/N26/upload_ref_binary/N26.jpg,liberal_party_of_australia,senate,N26,Senator the Hon Eric Abetz,Tasmania,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=N26,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=N26,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/N26/upload_ref_binary/N26.jpg,,http://www.facebook.com/SenatorAbetz,http://twitter.com/SenatorAbetz,http://abetz.com.au/
J7Q,Senator Chris Back,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/J7Q/upload_ref_binary/J7Q.JPG,liberal_party_of_australia,senate,J7Q,Senator Chris Back,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=J7Q,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=J7Q,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/J7Q/upload_ref_binary/J7Q.JPG,,,,
G0D,Senator Cory Bernardi,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/G0D/upload_ref_binary/G0D.JPG,liberal_party_of_australia,senate,G0D,Senator Cory Bernardi,South Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=G0D,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=G0D,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/G0D/upload_ref_binary/G0D.JPG,,,,http://www.senatorbernardi.com/
HZB,Senator Catryna Bilyk,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HZB/upload_ref_binary/HZB.JPG,australian_labor_party,senate,HZB,Senator Catryna Bilyk,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HZB,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HZB,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HZB/upload_ref_binary/HZB.JPG,,,,http://www.catrynabilyk.com
H6X,Senator the Hon Simon Birmingham,South Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/H6X/upload_ref_binary/H6X.jpg,liberal_party_of_australia,senate,H6X,Senator the Hon Simon Birmingham,South Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=H6X,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=H6X,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/H6X/upload_ref_binary/H6X.jpg,,https://facebook.com/simonbirmingham,https://twitter.com/Birmo,http://www.senatorbirmingham.com.au/
008W7,Senator the Hon George Brandis QC,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/008W7/upload_ref_binary/008W7.jpg,liberal_party_of_australia,senate,008W7,Senator the Hon George Brandis QC,Queensland,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=008W7,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=008W7,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/008W7/upload_ref_binary/008W7.jpg,senator.brandis@aph.gov.au,,,
F49,Senator Carol Brown,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/F49/upload_ref_binary/F49.JPG,australian_labor_party,senate,F49,Senator Carol Brown,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=F49,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=F49,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/F49/upload_ref_binary/F49.JPG,senator.carol.brown@aph.gov.au,,,http://www.alp.org.au/carol_brown
243237,Senator Joe Bullock,Western Australia,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/243237/upload_ref_binary/243237.jpg,australian_labor_party,senate,243237,Senator Joe Bullock,Western Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=243237,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=243237,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/243237/upload_ref_binary/243237.jpg,senator.bullock@aph.gov.au,,,
HLL,Senator David Bushby,Tasmania,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HLL/upload_ref_binary/HLL.jpg,liberal_party_of_australia,senate,HLL,Senator David Bushby,Tasmania,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HLL,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HLL,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HLL/upload_ref_binary/HLL.jpg,,,,http://www.davidbushby.com.au/
AI6,Senator the Hon Doug Cameron,New South Wales,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/AI6/upload_ref_binary/AI6.JPG,australian_labor_party,senate,AI6,Senator the Hon Doug Cameron,New South Wales,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=AI6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=AI6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/AI6/upload_ref_binary/AI6.JPG,senator.cameron@aph.gov.au,http://facebook.com/senator.doug.cameron,,http://dougcameron.com.au
245212,Senator Matthew Canavan,Queensland,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/245212/upload_ref_binary/245212.jpg,the_nationals,senate,245212,Senator Matthew Canavan,Queensland,The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=245212,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=245212,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/245212/upload_ref_binary/245212.jpg,senator.canavan@aph.gov.au,,,
