id,name,wikipedia__pl,term,group,source,area,area_id,start_date,wikidata,end_date,replaced,name__pl,name__en,gender,birth_date,given_name,image,identifier__viaf,identifier__freebase,identifier__lcauth,identifier__europarlmep,identifier__isni,identifier__bnf,website,identifier__gnd,identifier__sudoc,identifier__nta,identifier__imdb,facebook,family_name,identifier__muzinger,death_date,twitter,identifier__gtaa,identifier__parlement,identifier__ndl,identifier__nla,identifier__nkc,identifier__nukat,identifier__nlp,identifier__ptbnp,identifier__nli,identifier__bne,identifier__bav,identifier__fifa,identifier__catholic_hierarchy,wikipedia__en,identifier__munzinger,name__eo,name__de,name__nl,name__nb,name__da,name__nn,name__sv,name__fr,wikipedia__de,name__de_ch,name__sk,name__it,name__et,wikipedia__commons,wikipedia__et,wikipedia__fr,wikipedia__plwikiquote,wikipedia__sk,name__pt,wikipedia__pt,name__es,name__ro,wikipedia__ro,wikipedia__eo,name__zh_hans,name__zh_hant,name__zh_hk,name__ru,name__fi,name__uk,name__fa,name__zh,wikipedia__fa,wikipedia__fi,wikipedia__it,wikipedia__ru,wikipedia__sv,wikipedia__uk,wikipedia__zh,wikipedia__es,name__lt,wikipedia__lt,name__ksh,wikipedia__ksh,name__ka,name__be,name__cs,name__bg,name__vi,name__la,name__ie,name__lb,name__tr,name__szl,name__hu,name__ko,name__el,name__ca,name__io,name__hy,name__en_ca,name__en_gb,name__pt_br,name__ja,wikipedia__be,wikipedia__bg,wikipedia__ca,wikipedia__cs,wikipedia__cswikiquote,wikipedia__el,wikipedia__hu,wikipedia__ie,wikipedia__io,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lb,wikipedia__nl,wikipedia__no,wikipedia__simple,wikipedia__szl,wikipedia__tr,wikipedia__vi,name__gl,name__eu,wikipedia__da,wikipedia__eu,wikipedia__gl,name__mg,wikipedia__mg,name__oc,name__he,name__sr_el,name__sr_ec,name__be_tarask,name__sr,wikipedia__be_x_old,wikipedia__he,wikipedia__sr,name__id,wikipedia__dewikiquote,wikipedia__id,wikipedia__itwikiquote,wikipedia__oc,wikipedia__ukwikiquote,name__sl,wikipedia__sl,name__hr,name__csb,wikipedia__csb,name__az,name__br,name__hsb,name__is,name__lv,name__ms,name__sh,name__uz,name__yo,name__yue,name__sco,wikipedia__az,wikipedia__br,wikipedia__hr,wikipedia__hsb,wikipedia__is,wikipedia__lv,wikipedia__ms,wikipedia__nn,wikipedia__sco,wikipedia__sh,wikipedia__uz,wikipedia__yo,wikipedia__zh_yue,name__mwl,wikipedia__mwl,name__nds,name__hi,name__fo,wikipedia__fo,name__af,name__ar,name__kk,name__ast,wikipedia__af,wikipedia__ar,wikipedia__ast,wikipedia__kk,wikipedia__th,name__cy,name__dsb,name__ht,name__mr,name__qu,name__scn,name__zh_cn,name__mn,name__ta,name__crh_latn,name__lmo,name__ne,wikipedia__crh,wikipedia__cy,wikipedia__dsb,wikipedia__enwikiquote,wikipedia__ht,wikipedia__hy,wikipedia__lmo,wikipedia__mn,wikipedia__mr,wikipedia__qu,wikipedia__scn,name__sgs,wikipedia__bat_smg,name__gsw,name__an,name__ia,name__mk,name__na,name__os,name__zh_tw,name__zh_sg,name__zh_mo,name__zh_my,name__kaa,wikipedia__an,wikipedia__eowikiquote,wikipedia__ia,wikipedia__kaa,wikipedia__mk,wikipedia__na,wikipedia__os,name__tl,wikipedia__tl,name__fy,wikipedia__fy,wikipedia__bgwikiquote,name__th,name__vo,wikipedia__vo,name__cv,name__fur,name__ga,name__gd,name__jv,name__mrj,name__sah,name__se,name__sq,name__tt,name__nan,name__ckb,wikipedia__ckb,wikipedia__cv,wikipedia__fur,wikipedia__ga,wikipedia__gd,wikipedia__hewikiquote,wikipedia__hi,wikipedia__jv,wikipedia__ltwikiquote,wikipedia__mrj,wikipedia__nds,wikipedia__plwikisource,wikipedia__sah,wikipedia__se,wikipedia__sq,wikipedia__ta,wikipedia__tt,wikipedia__zh_min_nan,name__diq,name__bs,wikipedia__bs,name__simple,name__mo,wikipedia__mo,identifier__wikidata
jerzy-borowczak,Jerzy Borowczak,Jerzy Borowczak,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo pomorskie 25,25-7,,Q11724399,,,Jerzy Borowczak,,male,1957-11-15,Jerzy,https://upload.wikimedia.org/wikipedia/commons/2/25/Jerzy_Borowczak_(2013).JPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Borowczak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11724399
krzysztof-brejza,Krzysztof Brejza,Krzysztof Brejza,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo kujawsko-pomorskie 4,4-7,,Q6440112,,,Krzysztof Brejza,Krzysztof Brejza,male,1983-05-16,Krzysztof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Krzysztof Brejza,,Krzysztof Brejza,Krzysztof Brejza,Krzysztof Brejza,,,,,Krzysztof Brejza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6440112
jacek-brzezinka,Jacek Brzezinka,Jacek Brzezinka,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 29,29-7,,Q11715221,,,Jacek Brzezinka,,male,,Jacek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jacek Brzezinka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11715221
beata-bublewicz,Beata Bublewicz,Beata Bublewicz,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo warmińsko-mazurskie 35,35-7,,Q4877005,,,Beata Bublewicz,Beata Bublewicz,female,1975-02-26,Beata,,166453248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Beata Bublewicz,,Beata Bublewicz,Beata Bublewicz,Beata Bublewicz,,,,,Beata Bublewicz,,,,,,,,Beata Bublewicz,,,Beata Bublewicz,Beata Bublewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4877005
borys-budka,Borys Budka,Borys Budka,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo śląskie 29,29-7,,Q11688652,,,Borys Budka,Borys Budka,male,1978-03-11,,,307485170,,,,,,,,,,,,,,,,,,,,,n2014000676,,,,,,,,,,Borys Budka,,Borys Budka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11688652
jerzy-budnik,Jerzy Budnik,Jerzy Budnik,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo pomorskie 26,26-7,,Q163463,,,Jerzy Budnik,Jerzy Budnik,male,1951-05-30,Jerzy,,,/m/0f6q01,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jerzy Budnik,,Jerzy Budnik,Jerzy Budnik,Jerzy Budnik,Jerzy Budnik,Jerzy Budnik,Jerzy Budnik,Jerzy Budnik,Jerzy Budnik,Jerzy Budnik,,,,,,,,,,Jerzy Budnik,Jerzy Budnik,Jerzy Budnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q163463
bożenna-bukiewicz,Bożenna Bukiewicz,Bożenna Bukiewicz,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo lubuskie 8,8-7,,Q273330,,,Bożenna Bukiewicz,Bożenna Bukiewicz,female,1952-02-14,Bożenna,,,/m/0f6q1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bożenna Bukiewicz,,Bożenna Bukiewicz,Bożenna Bukiewicz,Bożenna Bukiewicz,Bożenna Bukiewicz,Bożenna Bukiewicz,Bożenna Bukiewicz,Bożenna Bukiewicz,Bożenna Bukiewicz,Bożenna Bukiewicz,,,,,,,,,,Bożenna Bukiewicz,Bożenna Bukiewicz,Bożenna Bukiewicz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q273330
renata-butryn,Renata Butryn,Renata Butryn,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo podkarpackie 23,23-7,,Q9306324,,,Renata Butryn,Renata Butryn,female,,Renata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Renata Butryn,Renata Butryn,Renata Butryn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9306324
jarosław-charłampowicz,Jarosław Charłampowicz,Jarosław Charłampowicz,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo dolnośląskie 3,3-7,,Q16562186,,,Jarosław Charłampowicz,,male,1969-12-19,Jarosław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q16562186
stanisław-chmielewski,Stanisław Chmielewski,Stanisław Chmielewski,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo wielkopolskie 38,38-7,2014-06-24,Q327647,,,Stanisław Chmielewski,Stanisław Chmielewski,male,1958-10-23,Stanisław,,313026400,/m/0f6q74,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stanisław Chmielewski,,,Stanisław Chmielewski,Stanisław Chmielewski,Stanisław Chmielewski,Stanisław Chmielewski,Stanisław Chmielewski,Stanisław Chmielewski,Stanisław Chmielewski,Stanisław Chmielewski,,,,,,,,,,Stanisław Marcin Chmielewski,Stanisław Marcin Chmielewski,Stanisław Chmielewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q327647
janusz-cichoń,Janusz Cichoń,Janusz Cichoń,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo warmińsko-mazurskie 35,35-7,,Q11720108,,,Janusz Cichoń,,male,,Janusz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11720108
grażyna-ciemniak,Grażyna Ciemniak,Grażyna Ciemniak,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo kujawsko-pomorskie 4,4-7,,Q5598521,,,Grażyna Ciemniak,Grażyna Ciemniak,female,1948-06-20,Grażyna,https://upload.wikimedia.org/wikipedia/commons/7/7c/Grazyna_Ciemniak_Bydgoszcz_2010.jpg,,/m/0f6qb_,,23759,,,,,,,,,,,,,,,,,,,,,,,,,,Grażyna Ciemniak,,,Grażyna Ciemniak,Grażyna Ciemniak,,,,,Grażyna Ciemniak,,,,,,,,,,,Grażyna Jolanta Ciemniak,Grażyna Jolanta Ciemniak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q5598521
piotr-cieśliński-(polityk),Piotr Cieśliński,Piotr Cieśliński (polityk),7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo warmińsko-mazurskie 34,34-7,,Q11817385,,,Piotr Cieśliński,,male,,Piotr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11817385
marian-cycoń,Marian Cycoń,Marian Cycoń,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo małopolskie 14,14-7,,Q11769337,,,Marian Cycoń,Marian Cycoń,male,1940-07-17,Marian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marian Cycoń,,,,,,Marian Cycoń,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q11769337
barbara-czaplicka,Barbara Czaplicka,Barbara Czaplicka,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 20,20-7,,Q9165325,,,Barbara Czaplicka,,female,1948-11-22,Barbara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9165325
czesław-czechyra,Czesław Czechyra,Czesław Czechyra,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 17,17-7,,Q1149606,,,Czesław Czechyra,Czesław Czechyra,male,1954-01-12,Czesław,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Czesław Czechyra,Czesław Czechyra,Czesław Czechyra,Czesław Czechyra,Czesław Czechyra,Czesław Czechyra,,Czesław Czechyra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q1149606
zofia-czernow,Zofia Czernow,Zofia Czernow,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo dolnośląskie 1,1-7,,Q9391730,,,Zofia Czernow,,female,,Zofia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9391730
andrzej-czerwiński,Andrzej Czerwiński,Andrzej Czerwiński,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo małopolskie 14,14-7,,Q328635,,,Andrzej Czerwiński,Andrzej Czerwiński,male,1954-11-08,Andrzej,https://upload.wikimedia.org/wikipedia/commons/9/9c/Andrzej_Czerwiński_Sejm_2014.JPG,,/m/0f6qm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrzej Czerwiński,,,Andrzej Czerwiński,Andrzej Czerwiński,Andrzej Czerwiński,Andrzej Czerwiński,Andrzej Czerwiński,Andrzej Czerwiński,Andrzej Czerwiński,Andrzej Czerwiński,,,,,Category:Andrzej Czerwiński,,,,,Andrzej Czerwiński,Andrzej Czerwiński,Andrzej Czerwiński,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q328635
ewa-czeszejko-sochacka,Ewa Czeszejko-Sochacka,Ewa Czeszejko-Sochacka,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 19,19-7,2014-11-07,Q19690157,,,Ewa Czeszejko-Sochacka,Ewa Czeszejko-Sochacka,female,,Ewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q19690157
alicja-dąbrowska-(polityk),Alicja Dąbrowska,Alicja Dąbrowska (polityk),7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 19,19-7,,Q9148143,,,Alicja Dąbrowska (polityk),Alicja Dąbrowska,female,1956-06-28,Alicja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alicja Dąbrowska,,,,,,Alicja Dąbrowska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9148143
ewa-drozd,Ewa Drozd,Ewa Drozd,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo dolnośląskie 1,1-7,,Q9256649,,,Ewa Drozd,,female,,Ewa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9256649
artur-dunin,Artur Dunin,Artur Dunin,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo łódzkie 11,11-7,,Q9160600,,,Artur Dunin,,male,,Artur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Artur Dunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9160600
zenon-durka,Zenon Durka,Zenon Durka,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo mazowieckie 20,20-7,,Q9390086,,,Zenon Durka,,male,,Zenon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q9390086
janusz-dzięcioł,Janusz Dzięcioł,Janusz Dzięcioł,7,Klub Parlamentarny Platforma Obywatelska,https://pl.wikipedia.org/wiki/Pos%C5%82owie_na_Sejm_Rzeczypospolitej_Polskiej_VII_kadencji,Województwo kujawsko-pomorskie 5,5-7,,Q6156019,,,Janusz Dzięcioł,Janusz Dzięcioł,male,1953-12-11,Janusz,,302410829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Janusz Dzięcioł,,,Janusz Dzięcioł,Janusz Dzięcioł,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q6156019
