id,name__en,name,image,gender,identifier__VIAF,identifier__GND,identifier__LCAuth,identifier__SUDOC,honorific_prefix,birth_date,identifier__freebase,family_name,given_name,identifier__ISNI,identifier__NLA,website,identifier__NNDB,death_date,identifier__Muzinger,twitter,identifier__BNF,identifier__NLI,identifier__NTA,instagram,facebook,identifier__ATP,identifier__ITF,wikipedia__en,identifier__Munzinger,name__zh_hans,name__zh_hant,name__zh_hk,name__zh_cn,name__zh_sg,name__zh_tw,name__pt,name__pl,name__fr,name__ru,name__es,name__fi,name__it,name__la,name__de,name__ja,name__cs,name__fa,name__hr,name__nl,name__zh,name__sv,name__uk,name__mr,name__de_ch,name__el,name__en_ca,name__en_gb,name__he,name__id,name__ko,name__nb,name__pt_br,name__sh,name__ta,name__vi,name__hu,name__ms,name__be_tarask,name__da,name__fo,name__is,name__kl,name__nn,name__tl,name__sco,name__af,name__et,name__tr,name__ne,name__be,name__ur,name__bn,name__ro,name__sr,name__min,name__mn,name__hi,name__lt,name__bg,name__ar,name__io,name__th,name__ca,name__hy,name__mk,name__lv,name__mg,name__yi,name__ka,name__ckb,name__eo,wikipedia__af,wikipedia__ar,wikipedia__be_x_old,wikipedia__be,wikipedia__bg,wikipedia__bn,wikipedia__ca,wikipedia__ckb,wikipedia__commons,wikipedia__cs,wikipedia__da,wikipedia__de,wikipedia__el,wikipedia__enwikiquote,wikipedia__eo,wikipedia__es,wikipedia__et,wikipedia__fa,wikipedia__fi,wikipedia__fr,wikipedia__he,wikipedia__hi,wikipedia__hr,wikipedia__hu,wikipedia__hy,wikipedia__id,wikipedia__io,wikipedia__it,wikipedia__itwikiquote,wikipedia__ja,wikipedia__ka,wikipedia__ko,wikipedia__la,wikipedia__lt,wikipedia__lv,wikipedia__mg,wikipedia__min,wikipedia__mn,wikipedia__mr,wikipedia__ms,wikipedia__ne,wikipedia__nl,wikipedia__no,wikipedia__pl,wikipedia__pt,wikipedia__ro,wikipedia__ru,wikipedia__ruwikinews,wikipedia__ruwikiquote,wikipedia__sco,wikipedia__sh,wikipedia__simple,wikipedia__sr,wikipedia__sv,wikipedia__ta,wikipedia__th,wikipedia__thwikiquote,wikipedia__tl,wikipedia__tr,wikipedia__uk,wikipedia__ur,wikipedia__vi,wikipedia__yi,wikipedia__zh,name__sq,wikipedia__sq,name__si,wikipedia__si,name__nds,name__eu,name__qu,name__uz,name__vo,name__oc,name__ga,name__bi,name__hak,name__rm,name__nan,name__arz,name__ug,name__yo,name__ml,name__yue,name__ht,name__wuu,name__ku,name__sk,name__cy,name__war,name__tpi,name__ceb,name__br,name__kn,wikipedia__arz,wikipedia__bi,wikipedia__br,wikipedia__ceb,wikipedia__cswikiquote,wikipedia__cy,wikipedia__enwikisource,wikipedia__eu,wikipedia__ga,wikipedia__hak,wikipedia__ht,wikipedia__kn,wikipedia__ku,wikipedia__ml,wikipedia__oc,wikipedia__qu,wikipedia__rm,wikipedia__sk,wikipedia__tpi,wikipedia__ug,wikipedia__uz,wikipedia__vo,wikipedia__war,wikipedia__wuu,wikipedia__yo,wikipedia__zh_min_nan,wikipedia__zh_yue,wikipedia__enwikinews,name__an,name__ast,name__bar,name__co,name__de_at,name__frp,name__fur,name__gd,name__gl,name__gsw,name__ia,name__ie,name__kg,name__lb,name__li,name__lij,name__nap,name__nds_nl,name__nrm,name__pcd,name__pms,name__sc,name__scn,name__sl,name__sr_el,name__sw,name__vec,name__vls,name__wa,name__wo,name__zu,wikipedia__lb,wikipedia__mk,original_wikiname,name__szl,name__bcl,name__my,name__az,name__vep,name__ksh,name__nah,name__mwl,wikipedia__az,wikipedia__bcl,wikipedia__gd,wikipedia__ie,wikipedia__is,wikipedia__ksh,wikipedia__mwl,wikipedia__my,wikipedia__nah,wikipedia__nds,wikipedia__nn,wikipedia__plwikiquote,wikipedia__sw,wikipedia__szl,wikipedia__trwikiquote,wikipedia__vep,identifier__MusicBrainz,identifier__discogs
Q6831813,Michael Keenan,Michael Keenan,https://upload.wikimedia.org/wikipedia/commons/5/5b/Michael_Keenan.jpg,male,,,,,,1972-03-19,,,Michael,,,,,,,,,,,,,,,Michael Keenan,,,,,,,,,,Michael Keenan,,Michael Keenan,,,,Michael Keenan,,,,,,,Michael Keenan,,,,,,,,,,Michael Keenan,,,,,,,,Michael Keenan,,,,Michael Keenan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michael Keenan,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16194644,Michelle Landry,Michelle Landry,,female,,,,,,1962-10-15,,,Michelle,,,,,,,,,,,,,,,Michelle Landry,,,,,,,,,,Michelle Landry,,,,,,Michelle Landry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michelle Landry,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16207753,Natasha Griggs,Natasha Griggs,https://upload.wikimedia.org/wikipedia/commons/f/f7/NatashaGriggs.png,female,,,,,,1969-01-24,,,Natasha,,,,,,,,,,,,,,,Natasha Griggs,,,,,,,,,,Natasha Griggs,,,,,,Natasha Griggs,,,,,Natasha Griggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Natasha Griggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natasha Griggs,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7048144,Nola Marino,Nola Marino,,female,,,,,,1954-02-18,,,,,,,,,,,,,,,,,,Nola Marino,,,,,,,,,,Nola Marino,,,,Nola Marino,,Nola Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nola Marino,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7177723,Peter William Hendy,Peter William Hendy,,male,,,,,,1962-01-10,,,Peter,,,,,,,,,,,,,,,Peter Hendy (politician),,,,,,,,,,Peter William Hendy,,Peter William Hendy,,,,Peter William Hendy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Peter Hendy (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q7327642,Richard Marles,Richard Marles,https://upload.wikimedia.org/wikipedia/commons/f/fc/Richard_Marles.jpg,male,,,,,,1967-07-13,,,Richard,,,,,,,,,,,,,,,Richard Marles,,,,,,,,,,Richard Marles,,Richard Marles,,Richard Marles,,Richard Marles,,,,,Richard Marles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Marles,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7340383,Rob Mitchell,Rob Mitchell,,male,,,,,,1967-09-09,,,Rob,,,,,,,,,,,,,,,Rob Mitchell (Victorian politician),,,,,,,,,,Rob Mitchell,,,,,,Rob Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rob Mitchell (Victorian politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q7381673,Russell Matheson,Russell Matheson,,male,,,,,,1958-12-16,,,Russell,,,,,,,,,,,,,,,Russell Matheson,,,,,,,,,,Russell Matheson,,,,Russell Matheson,,Russell Matheson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Russell Matheson,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7422387,Sarah Henderson,Sarah Henderson,,female,,,,,,1964-04-04,,,Sarah,,,,,,,,,,,,,,,Sarah Henderson,,,,,,,,,,Sarah Henderson,,Sarah Henderson,,Sarah Henderson,,Sarah Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sarah Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7436908,Scott Morrison,Scott Morrison,https://upload.wikimedia.org/wikipedia/commons/1/18/Scott_Morrison.jpg,male,,,,,,1968-05-13,,,Scott,,,,,,,,,,,,,,,Scott Morrison (politician),,,,,,,,,Scott Morrison,Scott Morrison,,Scott Morrison,,Scott Morrison,,Scott Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Morrison (homme politique),,,,,,,,,,,,,,,,,,,,,,,,Scott Morrison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scott Morrison (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q7491712,Shayne Neumann,Shayne Neumann,,male,,,,,,1961-08-26,,,,,,,,,,,,,,,,,,Shayne Neumann,,,,,,,,,,Shayne Neumann,,,,,,Shayne Neumann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shayne Neumann,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7609616,Stephen Jones,Stephen Jones,,male,,,,,,1965-06-29,,Jones,Stephen,,,http://www.stephenjones.org.au/,,,,,,,,,,,,Stephen Jones (Australian politician),,,,,,,,,,Stephen Jones,,Stephen Jones,,,,Stephen Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stephen Jones (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q16192767,Steve Irons,Steve Irons,,male,,,,,,1958-09-01,,,Steve,,,,,,,,,,,,,,,Steve Irons,,,,,,,,,,Steve Irons,,,,Steve Irons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steve Irons,,,,,,,,,,,,,,,,,,,,,,,,,,
Q7649377,Sussan Ley,Sussan Ley,https://upload.wikimedia.org/wikipedia/commons/f/fd/SL_-_10th_Ann_Tour.JPG,female,,,,,,1961-12-14,,,,,,,,,,,,,,,,,,Sussan Ley,,,,,,,,,Sussan Ley,Sussan Ley,,Sussan Ley,,,,Sussan Ley,,,,,Sussan Ley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Sussan Ley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sussan Ley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sussan Ley,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4707935,Alan Tudge,Alan Tudge,,male,,,,,,1971-02-24,,,Alan,,,,,,,,,,,,,,,Alan Tudge,,,,,,,,,,Alan Tudge,,Alan Tudge,,Alan Tudge,,Alan Tudge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alan Tudge,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4739745,Amanda Rishworth,Amanda Rishworth,,female,,,,,,1978-07-10,,,Amanda,,,,,,,,,,,,,,,Amanda Rishworth,,,,,,,,,,Amanda Rishworth,,,,,,Amanda Rishworth,,,,,Amanda Rishworth,,Amanda Rishworth,,,,,,,,,,Amanda Rishworth,,,,,,,,Amanda Rishworth,,,,Amanda Rishworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amanda Rishworth,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4758396,Andrew Robb,Andrew Robb,https://upload.wikimedia.org/wikipedia/commons/9/96/Andrew_Robb_MP.jpg,male,249566121,,,,,1951-08-20,,,Andrew,,,,,,,,,,,,,,,Andrew Robb,,,,,,,,,Andrew Robb,Andrew Robb,,Andrew Robb,,,,Andrew Robb,,,,,Andrew Robb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Robb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Robb,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4758616,Andrew Southcott,Andrew Southcott,,male,,,,,,1967-10-15,,,Andrew,,,,,,,,,,,,,,,Andrew Southcott,,,,,,,,,,Andrew Southcott,,Andrew Southcott,,,,Andrew Southcott,,,,,Andrew Southcott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Southcott,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4758919,Andrew Wilkie,Andrew Wilkie,https://upload.wikimedia.org/wikipedia/commons/c/ce/Andrew_Wilkie_2.jpg,male,59036331,,,,,1961-11-08,,,Andrew,,,http://www.andrewwilkie.org,,,,,,,,,,,,Andrew Wilkie,,,,,,,,,,Andrew Wilkie,,Andrew Wilkie,,,,Andrew Wilkie,,,,,Andrew Wilkie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Andrew Wilkie,,,,,,,,,,,Andrew Wilkie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Andrew Wilkie,,,,,,,,,,,,,,,,,,,,,,,,,,
Q16196728,Angus Taylor,Angus Taylor,,male,,,,,,1966-09-30,,,Angus,,,,,,,,,,,,,,,Angus Taylor (politician),,,,,,,,,,Angus Taylor,,,,,,Angus Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angus Taylor (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q16186916,Ann Sudmalis,Ann Sudmalis,,female,,,,,,1955-09-16,,,Ann,,,,,,,,,,,,,,,Ann Sudmalis,,,,,,,,,,Ann Sudmalis,,,,Ann Sudmalis,,Ann Sudmalis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ann Sudmalis,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4894478,Bernie Ripoll,Bernie Ripoll,,male,,,,,,1966-01-06,,,Bernie,,,,,,,,,,,,,,,Bernie Ripoll,,,,,,,,,,Bernie Ripoll,,Bernie Ripoll,,Bernie Ripoll,,Bernie Ripoll,,,,,Bernie Ripoll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bernie Ripoll,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4895353,Bert Van Manen,Bert Van Manen,,male,,,,,,1965-03-24,,,Bert,,,,,,,,,,,,,,,Bert van Manen,,,,,,,,,,Bert Van Manen,,,,Bert van Manen,,Bert Van Manen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bert van Manen,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4910865,Bill Shorten,Bill Shorten,,male,,,,,,1967-05-12,,,Bill,,,,,,,,,,,,,,,Bill Shorten,,,,,,,,,Bill Shorten,Bill Shorten,,Bill Shorten,,,,Bill Shorten,,,,,Bill Shorten,比尔·萧藤,,,,,,,,ביל שורטן,Bill Shorten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Bill Shorten,,,Bill Shorten,,,,Bill Shorten,,,,Bill Shorten,ביל שורטן,,,,,Bill Shorten,,,,,,,,,,,,,,,,,,Bill Shorten,,,,,,,,Bill Shorten,,,,,,,,,,,,比尔·萧藤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Bill Shorten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bill Shorten,,,,,,,,,,,,,,,,,,,,,,,,,,
Q4962429,Brett Whiteley,Brett Whiteley,https://upload.wikimedia.org/wikipedia/commons/c/c1/Memorial-unveilings-Burnie-20150331-002-crop.jpg,male,,,,,,1960-07-01,,,Brett,,,,,,,,,,,,,,,Brett Whiteley (politician),,,,,,,,,,Brett Whiteley,,Brett Whiteley,,,,Brett Whiteley,,,,,Brett Whiteley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brett Whiteley (politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q4978267,Bruce Scott,Bruce Scott,,male,,,,,,1943-10-20,,,Bruce,,,,,,,,,,,,,,,Bruce Scott (Australian politician),,,,,,,,,,Bruce Scott,,Bruce Scott,,Bruce Scott,,Bruce Scott,,,,,Bruce Scott,,Bruce Scott,,,,,,,,,,Bruce Scott,,,,,,,,Bruce Scott,,,,Bruce Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bruce Scott (Australian politician),,,,,,,,,,,,,,,,,,,,,,,,,,
Q5110039,Christian Porter,Christian Porter,,male,,,,,,1970-07-11,,,Christian,,,,,,,,,,,,,,,Christian Porter,,,,,,,,,Christian Porter,Christian Porter,,Christian Porter,,Christian Porter,,Christian Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christian Porter,,,,,,,,,,,,,,,,,,,,,,,,,,
Q978276,Christopher Pyne,Christopher Pyne,,male,94987122,,,,,1967-08-13,/m/02td0f,,Christopher,,,,,,,,,,,,,,,Christopher Pyne,,,,,,,,,Christopher Pyne,Christopher Pyne,,Christopher Pyne,,,,Christopher Pyne,クリストファー・パイン,,,,Christopher Pyne,,Christopher Pyne,,,,,,,,,,Christopher Pyne,,,,,,,,Christopher Pyne,,,,Christopher Pyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Category:Christopher Pyne,,,Christopher Pyne,,,,,,,,Christopher Pyne,,,,,,,,,,クリストファー・パイン,,,,,,,,,,,,,,Christopher Pyne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Christopher Pyne,,,,,,,,,,,,,,,,,,,,,,,,,,
Q550879,Clive Palmer,Clive Palmer,"https://upload.wikimedia.org/wikipedia/commons/1/19/Clive_Palmer,_December_2012,_cropped.png",male,,,,,,1954-03-26,,Palmer,Clive,,,,,,,,,,,,,,,Clive Palmer,,克莱夫·帕尔默,克萊夫·帕爾默,克萊夫·帕爾默,,,,Clive Palmer,,Clive Palmer,,Clive Palmer,Clive Palmer,Clive Palmer,,Clive Palmer,,,,,Clive Palmer,克萊夫·帕爾默,Clive Palmer,,,,,,,,,,Clive Palmer,,,,,,,,Clive Palmer,,,,Clive Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clive Palmer,,,,,,,Clive Palmer,Clive Palmer (homme politique),,,,,,,,,,,,,,,,,,,,,,,,,Clive Palmer,,,,,,,,,,,,,,,,,,,克萊夫·帕爾默,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clive Palmer,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5214486,Dan Tehan,Dan Tehan,,male,,,,,,1968-01-27,,,Dan,,,,,,,,,,,,,,,Dan Tehan,,,,,,,,,,Dan Tehan,,Dan Tehan,,Dan Tehan,,Dan Tehan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Tehan,,,,,,,,,,,,,,,,,,,,,,,,,,
Q5293376,Don Randall,Don Randall,,male,,,,,,1953-05-02,,,Don,,,,,2015-07-21,,,,,,,,,,Don Randall,,,,,,,,,,Don Randall,,Don Randall,,Don Randall,,Don Randall,,,,,Don Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Randall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Don Randall,,,,,,,,,,,,,,,,,,,,,,,,,,
